,year,boat_type,section_code,race_number,order,team,500m,1000m,1500m,2000m,lane,qualify
1157,2001,w4+,予選C組,19,,,,,,,6,
1158,2001,w4+,予選D組,20,,,,,,,6,
1159,2001,w4+,予選D組,20,,,,,,,6,
1160,2001,w4+,予選D組,20,,,,,,,6,
1161,2001,w4+,予選D組,20,,,,,,,6,
1162,2001,w4+,予選D組,20,,,,,,,6,
1163,2001,w4+,予選D組,20,,,,,,,6,
1164,2001,w4+,敗復A組,76,,,,,,,6,
1165,2001,w4+,敗復A組,76,,,,,,,6,
1166,2001,w4+,敗復A組,76,,,,,,,6,
1167,2001,w4+,敗復A組,76,,,,,,,6,
1168,2001,w4+,敗復A組,76,,,,,,,6,
1169,2001,w4+,敗復A組,76,,,,,,,6,
1170,2001,w4+,敗復B組,77,,,,,,,6,
1171,2001,w4+,敗復B組,77,,,,,,,6,
1172,2001,w4+,敗復B組,77,,,,,,,6,
1173,2001,w4+,敗復B組,77,,,,,,,6,
1174,2001,w4+,敗復B組,77,,,,,,,6,
1175,2001,w4+,敗復B組,77,,,,,,,6,
1176,2001,w4+,敗復C組,78,,,,,,,6,
1177,2001,w4+,敗復C組,78,,,,,,,6,
1178,2001,w4+,敗復C組,78,,,,,,,6,
1179,2001,w4+,敗復C組,78,,,,,,,6,
1180,2001,w4+,敗復C組,78,,,,,,,6,
1181,2001,w4+,敗復C組,78,,,,,,,6,
1182,2001,w4+,敗復D組,79,,,,,,,6,
1183,2001,w4+,敗復D組,79,,,,,,,6,
1184,2001,w4+,敗復D組,79,,,,,,,6,
1185,2001,w4+,敗復D組,79,,,,,,,6,
1186,2001,w4+,敗復D組,79,,,,,,,6,
1187,2001,w4+,敗復D組,79,,,,,,,6,
1188,2001,w4+,準決A組,127,,,,,,,6,
1189,2001,w4+,準決A組,127,,,,,,,6,
1190,2001,w4+,準決A組,127,,,,,,,6,
1191,2001,w4+,準決A組,127,,,,,,,6,
1192,2001,w4+,準決A組,127,,,,,,,6,
1193,2001,w4+,準決A組,127,,,,,,,6,
1194,2001,w4+,準決B組,128,,,,,,,6,
1195,2001,w4+,準決B組,128,,,,,,,6,
1196,2001,w4+,準決B組,128,,,,,,,6,
1197,2001,w4+,準決B組,128,,,,,,,6,
1198,2001,w4+,準決B組,128,,,,,,,6,
1199,2001,w4+,準決B組,128,,,,,,,6,
1200,2001,w4+,順決,170,,,,,,,6,
1201,2001,w4+,順決,170,,,,,,,6,
1202,2001,w4+,順決,170,,,,,,,6,
1203,2001,w4+,順決,170,,,,,,,6,
1204,2001,w4+,順決,170,,,,,,,6,
1205,2001,w4+,順決,170,,,,,,,6,
1206,2001,w4+,決勝,171,,,,,,,6,
1207,2001,w4+,決勝,171,,,,,,,6,
1208,2001,w4+,決勝,171,,,,,,,6,
1209,2001,w4+,決勝,171,,,,,,,6,
1210,2001,w4+,決勝,171,,,,,,,6,
1211,2001,w4+,決勝,171,,,,,,,6,
1212,2001,m2x,予選A組,7,6,小樽商科大学,01:54.40,03:56.64,06:00.99,08:06.32,2,
1213,2001,m2x,予選A組,7,6,小樽商科大学,01:54.40,03:56.64,06:00.99,08:06.32,2,
1214,2001,m2x,予選A組,7,6,小樽商科大学,01:54.40,03:56.64,06:00.99,08:06.32,2,
1215,2001,m2x,予選A組,7,6,小樽商科大学,01:54.40,03:56.64,06:00.99,08:06.32,2,
1216,2001,m2x,予選A組,7,6,小樽商科大学,01:54.40,03:56.64,06:00.99,08:06.32,2,
1217,2001,m2x,予選A組,7,6,小樽商科大学,01:54.40,03:56.64,06:00.99,08:06.32,2,
1218,2001,m2x,予選B組,8,6,弘前大学,02:00.24,04:05.34,06:10.94,08:15.80,3,
1219,2001,m2x,予選B組,8,6,弘前大学,02:00.24,04:05.34,06:10.94,08:15.80,3,
1220,2001,m2x,予選B組,8,6,弘前大学,02:00.24,04:05.34,06:10.94,08:15.80,3,
1221,2001,m2x,予選B組,8,6,弘前大学,02:00.24,04:05.34,06:10.94,08:15.80,3,
1222,2001,m2x,予選B組,8,6,弘前大学,02:00.24,04:05.34,06:10.94,08:15.80,3,
1223,2001,m2x,予選B組,8,6,弘前大学,02:00.24,04:05.34,06:10.94,08:15.80,3,
1224,2001,m2x,予選C組,9,6,静岡産業大学,01:47.37,03:40.90,05:39.86,07:39.58,5,
1225,2001,m2x,予選C組,9,6,静岡産業大学,01:47.37,03:40.90,05:39.86,07:39.58,5,
1226,2001,m2x,予選C組,9,6,静岡産業大学,01:47.37,03:40.90,05:39.86,07:39.58,5,
1227,2001,m2x,予選C組,9,6,静岡産業大学,01:47.37,03:40.90,05:39.86,07:39.58,5,
1228,2001,m2x,予選C組,9,6,静岡産業大学,01:47.37,03:40.90,05:39.86,07:39.58,5,
1229,2001,m2x,予選C組,9,6,静岡産業大学,01:47.37,03:40.90,05:39.86,07:39.58,5,
1230,2001,m2x,予選D組,10,6,防衛大学校,01:46.76,03:42.96,05:40.56,07:36.84,3,
1231,2001,m2x,予選D組,10,6,防衛大学校,01:46.76,03:42.96,05:40.56,07:36.84,3,
1232,2001,m2x,予選D組,10,6,防衛大学校,01:46.76,03:42.96,05:40.56,07:36.84,3,
1233,2001,m2x,予選D組,10,6,防衛大学校,01:46.76,03:42.96,05:40.56,07:36.84,3,
1234,2001,m2x,予選D組,10,6,防衛大学校,01:46.76,03:42.96,05:40.56,07:36.84,3,
1235,2001,m2x,予選D組,10,6,防衛大学校,01:46.76,03:42.96,05:40.56,07:36.84,3,
1236,2001,m2x,予選E組,11,6,福島大学,01:48.49,03:43.74,05:44.89,07:45.09,1,
1237,2001,m2x,予選E組,11,6,福島大学,01:48.49,03:43.74,05:44.89,07:45.09,1,
1238,2001,m2x,予選E組,11,6,福島大学,01:48.49,03:43.74,05:44.89,07:45.09,1,
1239,2001,m2x,予選E組,11,6,福島大学,01:48.49,03:43.74,05:44.89,07:45.09,1,
1240,2001,m2x,予選E組,11,6,福島大学,01:48.49,03:43.74,05:44.89,07:45.09,1,
1241,2001,m2x,予選E組,11,6,福島大学,01:48.49,03:43.74,05:44.89,07:45.09,1,
1242,2001,m2x,予選F組,12,6,福山大学,01:56.36,04:02.24,06:06.24,08:10.98,3,
1243,2001,m2x,予選F組,12,6,福山大学,01:56.36,04:02.24,06:06.24,08:10.98,3,
1244,2001,m2x,予選F組,12,6,福山大学,01:56.36,04:02.24,06:06.24,08:10.98,3,
1245,2001,m2x,予選F組,12,6,福山大学,01:56.36,04:02.24,06:06.24,08:10.98,3,
1246,2001,m2x,予選F組,12,6,福山大学,01:56.36,04:02.24,06:06.24,08:10.98,3,
1247,2001,m2x,予選F組,12,6,福山大学,01:56.36,04:02.24,06:06.24,08:10.98,3,
1248,2001,m2x,予選G組,13,6,松山大学,01:52.50,03:54.57,06:00.16,07:57.40,3,
1249,2001,m2x,予選G組,13,6,松山大学,01:52.50,03:54.57,06:00.16,07:57.40,3,
1250,2001,m2x,予選G組,13,6,松山大学,01:52.50,03:54.57,06:00.16,07:57.40,3,
1251,2001,m2x,予選G組,13,6,松山大学,01:52.50,03:54.57,06:00.16,07:57.40,3,
1252,2001,m2x,予選G組,13,6,松山大学,01:52.50,03:54.57,06:00.16,07:57.40,3,
1253,2001,m2x,予選G組,13,6,松山大学,01:52.50,03:54.57,06:00.16,07:57.40,3,
1254,2001,m2x,予選H組,14,,,,,,,6,
1255,2001,m2x,予選H組,14,,,,,,,6,
1256,2001,m2x,予選H組,14,,,,,,,6,
1257,2001,m2x,予選H組,14,,,,,,,6,
1258,2001,m2x,予選H組,14,,,,,,,6,
1259,2001,m2x,予選H組,14,,,,,,,6,
1260,2001,m2x,敗復A組,66,,,,,,,6,
1261,2001,m2x,敗復A組,66,,,,,,,6,
1262,2001,m2x,敗復A組,66,,,,,,,6,
1263,2001,m2x,敗復A組,66,,,,,,,6,
1264,2001,m2x,敗復A組,66,,,,,,,6,
1265,2001,m2x,敗復A組,66,,,,,,,6,
1266,2001,m2x,敗復B組,67,,,,,,,6,
1267,2001,m2x,敗復B組,67,,,,,,,6,
1268,2001,m2x,敗復B組,67,,,,,,,6,
1269,2001,m2x,敗復B組,67,,,,,,,6,
1270,2001,m2x,敗復B組,67,,,,,,,6,
1271,2001,m2x,敗復B組,67,,,,,,,6,
1272,2001,m2x,敗復C組,68,,,,,,,6,
1273,2001,m2x,敗復C組,68,,,,,,,6,
1274,2001,m2x,敗復C組,68,,,,,,,6,
1275,2001,m2x,敗復C組,68,,,,,,,6,
1276,2001,m2x,敗復C組,68,,,,,,,6,
1277,2001,m2x,敗復C組,68,,,,,,,6,
1278,2001,m2x,敗復D組,69,,,,,,,6,
1279,2001,m2x,敗復D組,69,,,,,,,6,
1280,2001,m2x,敗復D組,69,,,,,,,6,
1281,2001,m2x,敗復D組,69,,,,,,,6,
1282,2001,m2x,敗復D組,69,,,,,,,6,
1283,2001,m2x,敗復D組,69,,,,,,,6,
1284,2001,m2x,敗復E組,70,,,,,,,6,
1285,2001,m2x,敗復E組,70,,,,,,,6,
1286,2001,m2x,敗復E組,70,,,,,,,6,
1287,2001,m2x,敗復E組,70,,,,,,,6,
1288,2001,m2x,敗復E組,70,,,,,,,6,
1289,2001,m2x,敗復E組,70,,,,,,,6,
1290,2001,m2x,敗復F組,71,,,,,,,6,
1291,2001,m2x,敗復F組,71,,,,,,,6,
1292,2001,m2x,敗復F組,71,,,,,,,6,
1293,2001,m2x,敗復F組,71,,,,,,,6,
1294,2001,m2x,敗復F組,71,,,,,,,6,
1295,2001,m2x,敗復F組,71,,,,,,,6,
1296,2001,m2x,敗復G組,72,,,,,,,6,
1297,2001,m2x,敗復G組,72,,,,,,,6,
1298,2001,m2x,敗復G組,72,,,,,,,6,
1299,2001,m2x,敗復G組,72,,,,,,,6,
1300,2001,m2x,敗復G組,72,,,,,,,6,
1301,2001,m2x,敗復G組,72,,,,,,,6,
1302,2001,m2x,敗復H組,73,,,,,,,6,
1303,2001,m2x,敗復H組,73,,,,,,,6,
1304,2001,m2x,敗復H組,73,,,,,,,6,
1305,2001,m2x,敗復H組,73,,,,,,,6,
1306,2001,m2x,敗復H組,73,,,,,,,6,
1307,2001,m2x,敗復H組,73,,,,,,,6,
1308,2001,m2x,準決A組,137,,,,,,,6,
1309,2001,m2x,準決A組,137,,,,,,,6,
1310,2001,m2x,準決A組,137,,,,,,,6,
1311,2001,m2x,準決A組,137,,,,,,,6,
1312,2001,m2x,準決A組,137,,,,,,,6,
1313,2001,m2x,準決A組,137,,,,,,,6,
1314,2001,m2x,準決B組,138,,,,,,,6,
1315,2001,m2x,準決B組,138,,,,,,,6,
1316,2001,m2x,準決B組,138,,,,,,,6,
1317,2001,m2x,準決B組,138,,,,,,,6,
1318,2001,m2x,準決B組,138,,,,,,,6,
1319,2001,m2x,準決B組,138,,,,,,,6,
1320,2001,m2x,準決C組,139,,,,,,,6,
1321,2001,m2x,準決C組,139,,,,,,,6,
1322,2001,m2x,準決C組,139,,,,,,,6,
1323,2001,m2x,準決C組,139,,,,,,,6,
1324,2001,m2x,準決C組,139,,,,,,,6,
1325,2001,m2x,準決C組,139,,,,,,,6,
1326,2001,m2x,準決D組,140,,,,,,,6,
1327,2001,m2x,準決D組,140,,,,,,,6,
1328,2001,m2x,準決D組,140,,,,,,,6,
1329,2001,m2x,準決D組,140,,,,,,,6,
1330,2001,m2x,準決D組,140,,,,,,,6,
1331,2001,m2x,準決D組,140,,,,,,,6,
1332,2001,m2x,順決,176,,,,,,,6,
1333,2001,m2x,順決,176,,,,,,,6,
1334,2001,m2x,順決,176,,,,,,,6,
1335,2001,m2x,順決,176,,,,,,,6,
1336,2001,m2x,順決,176,,,,,,,6,
1337,2001,m2x,順決,176,,,,,,,6,
1338,2001,m2x,決勝,177,,,,,,,6,
1339,2001,m2x,決勝,177,,,,,,,6,
1340,2001,m2x,決勝,177,,,,,,,6,
1341,2001,m2x,決勝,177,,,,,,,6,
1342,2001,m2x,決勝,177,,,,,,,6,
1343,2001,m2x,決勝,177,,,,,,,6,
1344,2001,w2x,予選A組,1,6,愛媛大学,02:04.14,04:18.67,06:36.44,08:53.04,4,
1345,2001,w2x,予選A組,1,6,愛媛大学,02:04.14,04:18.67,06:36.44,08:53.04,4,
1346,2001,w2x,予選A組,1,6,愛媛大学,02:04.14,04:18.67,06:36.44,08:53.04,4,
1347,2001,w2x,予選A組,1,6,愛媛大学,02:04.14,04:18.67,06:36.44,08:53.04,4,
1348,2001,w2x,予選A組,1,6,愛媛大学,02:04.14,04:18.67,06:36.44,08:53.04,4,
1349,2001,w2x,予選A組,1,6,愛媛大学,02:04.14,04:18.67,06:36.44,08:53.04,4,
1350,2001,w2x,予選B組,2,6,中京大学,02:16.83,03:51.57,06:50.22,09:06.97,4,
1351,2001,w2x,予選B組,2,6,中京大学,02:16.83,03:51.57,06:50.22,09:06.97,4,
1352,2001,w2x,予選B組,2,6,中京大学,02:16.83,03:51.57,06:50.22,09:06.97,4,
1353,2001,w2x,予選B組,2,6,中京大学,02:16.83,03:51.57,06:50.22,09:06.97,4,
1354,2001,w2x,予選B組,2,6,中京大学,02:16.83,03:51.57,06:50.22,09:06.97,4,
1355,2001,w2x,予選B組,2,6,中京大学,02:16.83,03:51.57,06:50.22,09:06.97,4,
1356,2001,w2x,予選C組,3,,,,,,,6,
1357,2001,w2x,予選C組,3,,,,,,,6,
1358,2001,w2x,予選C組,3,,,,,,,6,
1359,2001,w2x,予選C組,3,,,,,,,6,
1360,2001,w2x,予選C組,3,,,,,,,6,
1361,2001,w2x,予選C組,3,,,,,,,6,
1362,2001,w2x,予選D組,4,,,,,,,6,
1363,2001,w2x,予選D組,4,,,,,,,6,
1364,2001,w2x,予選D組,4,,,,,,,6,
1365,2001,w2x,予選D組,4,,,,,,,6,
1366,2001,w2x,予選D組,4,,,,,,,6,
1367,2001,w2x,予選D組,4,,,,,,,6,
1368,2001,w2x,予選E組,5,,,,,,,6,
1369,2001,w2x,予選E組,5,,,,,,,6,
1370,2001,w2x,予選E組,5,,,,,,,6,
1371,2001,w2x,予選E組,5,,,,,,,6,
1372,2001,w2x,予選E組,5,,,,,,,6,
1373,2001,w2x,予選E組,5,,,,,,,6,
1374,2001,w2x,予選F組,6,,,,,,,6,
1375,2001,w2x,予選F組,6,,,,,,,6,
1376,2001,w2x,予選F組,6,,,,,,,6,
1377,2001,w2x,予選F組,6,,,,,,,6,
1378,2001,w2x,予選F組,6,,,,,,,6,
1379,2001,w2x,予選F組,6,,,,,,,6,
1380,2001,w2x,敗復A組,61,,中京大学,,,,,6,棄権
1381,2001,w2x,敗復A組,61,,中京大学,,,,,6,棄権
1382,2001,w2x,敗復A組,61,,中京大学,,,,,6,棄権
1383,2001,w2x,敗復A組,61,,中京大学,,,,,6,棄権
1384,2001,w2x,敗復A組,61,,中京大学,,,,,6,棄権
1385,2001,w2x,敗復A組,61,,中京大学,,,,,6,棄権
1386,2001,w2x,敗復B組,62,,,,,,,6,
1387,2001,w2x,敗復B組,62,,,,,,,6,
1388,2001,w2x,敗復B組,62,,,,,,,6,
1389,2001,w2x,敗復B組,62,,,,,,,6,
1390,2001,w2x,敗復B組,62,,,,,,,6,
1391,2001,w2x,敗復B組,62,,,,,,,6,
1392,2001,w2x,敗復C組,63,,,,,,,6,
1393,2001,w2x,敗復C組,63,,,,,,,6,
1394,2001,w2x,敗復C組,63,,,,,,,6,
1395,2001,w2x,敗復C組,63,,,,,,,6,
1396,2001,w2x,敗復C組,63,,,,,,,6,
1397,2001,w2x,敗復C組,63,,,,,,,6,
1398,2001,w2x,敗復D組,64,,,,,,,6,
1399,2001,w2x,敗復D組,64,,,,,,,6,
1400,2001,w2x,敗復D組,64,,,,,,,6,
1401,2001,w2x,敗復D組,64,,,,,,,6,
1402,2001,w2x,敗復D組,64,,,,,,,6,
1403,2001,w2x,敗復D組,64,,,,,,,6,
1404,2001,w2x,敗復E組,65,,,,,,,6,
1405,2001,w2x,敗復E組,65,,,,,,,6,
1406,2001,w2x,敗復E組,65,,,,,,,6,
1407,2001,w2x,敗復E組,65,,,,,,,6,
1408,2001,w2x,敗復E組,65,,,,,,,6,
1409,2001,w2x,敗復E組,65,,,,,,,6,
1410,2001,w2x,準決A組,133,,,,,,,6,
1411,2001,w2x,準決A組,133,,,,,,,6,
1412,2001,w2x,準決A組,133,,,,,,,6,
1413,2001,w2x,準決A組,133,,,,,,,6,
1414,2001,w2x,準決A組,133,,,,,,,6,
1415,2001,w2x,準決A組,133,,,,,,,6,
1416,2001,w2x,準決B組,134,,,,,,,6,
1417,2001,w2x,準決B組,134,,,,,,,6,
1418,2001,w2x,準決B組,134,,,,,,,6,
1419,2001,w2x,準決B組,134,,,,,,,6,
1420,2001,w2x,準決B組,134,,,,,,,6,
1421,2001,w2x,準決B組,134,,,,,,,6,
1422,2001,w2x,準決C組,135,,,,,,,6,
1423,2001,w2x,準決C組,135,,,,,,,6,
1424,2001,w2x,準決C組,135,,,,,,,6,
1425,2001,w2x,準決C組,135,,,,,,,6,
1426,2001,w2x,準決C組,135,,,,,,,6,
1427,2001,w2x,準決C組,135,,,,,,,6,
1428,2001,w2x,準決D組,136,,,,,,,6,
1429,2001,w2x,準決D組,136,,,,,,,6,
1430,2001,w2x,準決D組,136,,,,,,,6,
1431,2001,w2x,準決D組,136,,,,,,,6,
1432,2001,w2x,準決D組,136,,,,,,,6,
1433,2001,w2x,準決D組,136,,,,,,,6,
1434,2001,w2x,順決,174,,,,,,,6,
1435,2001,w2x,順決,174,,,,,,,6,
1436,2001,w2x,順決,174,,,,,,,6,
1437,2001,w2x,順決,174,,,,,,,6,
1438,2001,w2x,順決,174,,,,,,,6,
1439,2001,w2x,順決,174,,,,,,,6,
1440,2001,w2x,決勝,175,,,,,,,6,
1441,2001,w2x,決勝,175,,,,,,,6,
1442,2001,w2x,決勝,175,,,,,,,6,
1443,2001,w2x,決勝,175,,,,,,,6,
1444,2001,w2x,決勝,175,,,,,,,6,
1445,2001,w2x,決勝,175,,,,,,,6,
1446,2001,m2-,予選A組,29,6,龍谷大学,02:07.57,04:19.62,06:40.58,08:57.44,3,
1447,2001,m2-,予選A組,29,6,龍谷大学,02:07.57,04:19.62,06:40.58,08:57.44,3,
1448,2001,m2-,予選A組,29,6,龍谷大学,02:07.57,04:19.62,06:40.58,08:57.44,3,
1449,2001,m2-,予選A組,29,6,龍谷大学,02:07.57,04:19.62,06:40.58,08:57.44,3,
1450,2001,m2-,予選A組,29,6,龍谷大学,02:07.57,04:19.62,06:40.58,08:57.44,3,
1451,2001,m2-,予選A組,29,6,龍谷大学,02:07.57,04:19.62,06:40.58,08:57.44,3,
1452,2001,m2-,予選B組,30,,,,,,,6,
1453,2001,m2-,予選B組,30,,,,,,,6,
1454,2001,m2-,予選B組,30,,,,,,,6,
1455,2001,m2-,予選B組,30,,,,,,,6,
1456,2001,m2-,予選B組,30,,,,,,,6,
1457,2001,m2-,予選B組,30,,,,,,,6,
1458,2001,m2-,敗復A組,90,,,,,,,6,
1459,2001,m2-,敗復A組,90,,,,,,,6,
1460,2001,m2-,敗復A組,90,,,,,,,6,
1461,2001,m2-,敗復A組,90,,,,,,,6,
1462,2001,m2-,敗復A組,90,,,,,,,6,
1463,2001,m2-,敗復A組,90,,,,,,,6,
1464,2001,m2-,敗復B組,91,,,,,,,6,
1465,2001,m2-,敗復B組,91,,,,,,,6,
1466,2001,m2-,敗復B組,91,,,,,,,6,
1467,2001,m2-,敗復B組,91,,,,,,,6,
1468,2001,m2-,敗復B組,91,,,,,,,6,
1469,2001,m2-,敗復B組,91,,,,,,,6,
1470,2001,m2-,順決,180,,,,,,,6,
1471,2001,m2-,順決,180,,,,,,,6,
1472,2001,m2-,順決,180,,,,,,,6,
1473,2001,m2-,順決,180,,,,,,,6,
1474,2001,m2-,順決,180,,,,,,,6,
1475,2001,m2-,順決,180,,,,,,,6,
1476,2001,m2-,決勝,181,,,,,,,6,
1477,2001,m2-,決勝,181,,,,,,,6,
1478,2001,m2-,決勝,181,,,,,,,6,
1479,2001,m2-,決勝,181,,,,,,,6,
1480,2001,m2-,決勝,181,,,,,,,6,
1481,2001,m2-,決勝,181,,,,,,,6,
1482,2001,w2-,予選A組,88,,,,,,,6,
1483,2001,w2-,予選A組,88,,,,,,,6,
1484,2001,w2-,予選A組,88,,,,,,,6,
1485,2001,w2-,予選A組,88,,,,,,,6,
1486,2001,w2-,予選A組,88,,,,,,,6,
1487,2001,w2-,予選A組,88,,,,,,,6,
1488,2001,w2-,予選B組,89,,,,,,,6,
1489,2001,w2-,予選B組,89,,,,,,,6,
1490,2001,w2-,予選B組,89,,,,,,,6,
1491,2001,w2-,予選B組,89,,,,,,,6,
1492,2001,w2-,予選B組,89,,,,,,,6,
1493,2001,w2-,予選B組,89,,,,,,,6,
1494,2001,w2-,敗復A組,141,,,,,,,6,
1495,2001,w2-,敗復A組,141,,,,,,,6,
1496,2001,w2-,敗復A組,141,,,,,,,6,
1497,2001,w2-,敗復A組,141,,,,,,,6,
1498,2001,w2-,敗復A組,141,,,,,,,6,
1499,2001,w2-,敗復A組,141,,,,,,,6,
1500,2001,w2-,敗復B組,142,,,,,,,6,
1501,2001,w2-,敗復B組,142,,,,,,,6,
1502,2001,w2-,敗復B組,142,,,,,,,6,
1503,2001,w2-,敗復B組,142,,,,,,,6,
1504,2001,w2-,敗復B組,142,,,,,,,6,
1505,2001,w2-,敗復B組,142,,,,,,,6,
1506,2001,w2-,順決,178,,,,,,,6,
1507,2001,w2-,順決,178,,,,,,,6,
1508,2001,w2-,順決,178,,,,,,,6,
1509,2001,w2-,順決,178,,,,,,,6,
1510,2001,w2-,順決,178,,,,,,,6,
1511,2001,w2-,順決,178,,,,,,,6,
1512,2001,w2-,決勝,179,,,,,,,6,
1513,2001,w2-,決勝,179,,,,,,,6,
1514,2001,w2-,決勝,179,,,,,,,6,
1515,2001,w2-,決勝,179,,,,,,,6,
1516,2001,w2-,決勝,179,,,,,,,6,
1517,2001,w2-,決勝,179,,,,,,,6,
1518,2001,m1x,予選A組,39,,,,,,,6,
1519,2001,m1x,予選A組,39,,,,,,,6,
1520,2001,m1x,予選A組,39,,,,,,,6,
1521,2001,m1x,予選A組,39,,,,,,,6,
1522,2001,m1x,予選A組,39,,,,,,,6,
1523,2001,m1x,予選A組,39,,,,,,,6,
1524,2001,m1x,予選B組,40,,,,,,,6,
1525,2001,m1x,予選B組,40,,,,,,,6,
1526,2001,m1x,予選B組,40,,,,,,,6,
1527,2001,m1x,予選B組,40,,,,,,,6,
1528,2001,m1x,予選B組,40,,,,,,,6,
1529,2001,m1x,予選B組,40,,,,,,,6,
1530,2001,m1x,予選C組,41,,,,,,,6,
1531,2001,m1x,予選C組,41,,,,,,,6,
1532,2001,m1x,予選C組,41,,,,,,,6,
1533,2001,m1x,予選C組,41,,,,,,,6,
1534,2001,m1x,予選C組,41,,,,,,,6,
1535,2001,m1x,予選C組,41,,,,,,,6,
1536,2001,m1x,予選D組,42,,,,,,,6,
1537,2001,m1x,予選D組,42,,,,,,,6,
1538,2001,m1x,予選D組,42,,,,,,,6,
1539,2001,m1x,予選D組,42,,,,,,,6,
1540,2001,m1x,予選D組,42,,,,,,,6,
1541,2001,m1x,予選D組,42,,,,,,,6,
1542,2001,m1x,予選E組,43,,,,,,,6,
1543,2001,m1x,予選E組,43,,,,,,,6,
1544,2001,m1x,予選E組,43,,,,,,,6,
1545,2001,m1x,予選E組,43,,,,,,,6,
1546,2001,m1x,予選E組,43,,,,,,,6,
1547,2001,m1x,予選E組,43,,,,,,,6,
1548,2001,m1x,予選F組,44,,,,,,,6,
1549,2001,m1x,予選F組,44,,,,,,,6,
1550,2001,m1x,予選F組,44,,,,,,,6,
1551,2001,m1x,予選F組,44,,,,,,,6,
1552,2001,m1x,予選F組,44,,,,,,,6,
1553,2001,m1x,予選F組,44,,,,,,,6,
1554,2001,m1x,予選G組,45,,,,,,,6,
1555,2001,m1x,予選G組,45,,,,,,,6,
1556,2001,m1x,予選G組,45,,,,,,,6,
1557,2001,m1x,予選G組,45,,,,,,,6,
1558,2001,m1x,予選G組,45,,,,,,,6,
1559,2001,m1x,予選G組,45,,,,,,,6,
1560,2001,m1x,予選H組,46,,,,,,,6,
1561,2001,m1x,予選H組,46,,,,,,,6,
1562,2001,m1x,予選H組,46,,,,,,,6,
1563,2001,m1x,予選H組,46,,,,,,,6,
1564,2001,m1x,予選H組,46,,,,,,,6,
1565,2001,m1x,予選H組,46,,,,,,,6,
1566,2001,m1x,予選I組,47,,,,,,,6,
1567,2001,m1x,予選I組,47,,,,,,,6,
1568,2001,m1x,予選I組,47,,,,,,,6,
1569,2001,m1x,予選I組,47,,,,,,,6,
1570,2001,m1x,予選I組,47,,,,,,,6,
1571,2001,m1x,予選I組,47,,,,,,,6,
1572,2001,m1x,予選J組,48,,,,,,,6,
1573,2001,m1x,予選J組,48,,,,,,,6,
1574,2001,m1x,予選J組,48,,,,,,,6,
1575,2001,m1x,予選J組,48,,,,,,,6,
1576,2001,m1x,予選J組,48,,,,,,,6,
1577,2001,m1x,予選J組,48,,,,,,,6,
1578,2001,m1x,敗復A組,97,,,,,,,6,
1579,2001,m1x,敗復A組,97,,,,,,,6,
1580,2001,m1x,敗復A組,97,,,,,,,6,
1581,2001,m1x,敗復A組,97,,,,,,,6,
1582,2001,m1x,敗復A組,97,,,,,,,6,
1583,2001,m1x,敗復A組,97,,,,,,,6,
1584,2001,m1x,敗復B組,98,,,,,,,6,
1585,2001,m1x,敗復B組,98,,,,,,,6,
1586,2001,m1x,敗復B組,98,,,,,,,6,
1587,2001,m1x,敗復B組,98,,,,,,,6,
1588,2001,m1x,敗復B組,98,,,,,,,6,
1589,2001,m1x,敗復B組,98,,,,,,,6,
1590,2001,m1x,敗復C組,99,,,,,,,6,
1591,2001,m1x,敗復C組,99,,,,,,,6,
1592,2001,m1x,敗復C組,99,,,,,,,6,
1593,2001,m1x,敗復C組,99,,,,,,,6,
1594,2001,m1x,敗復C組,99,,,,,,,6,
1595,2001,m1x,敗復C組,99,,,,,,,6,
1596,2001,m1x,敗復D組,100,,,,,,,6,
1597,2001,m1x,敗復D組,100,,,,,,,6,
1598,2001,m1x,敗復D組,100,,,,,,,6,
1599,2001,m1x,敗復D組,100,,,,,,,6,
1600,2001,m1x,敗復D組,100,,,,,,,6,
1601,2001,m1x,敗復D組,100,,,,,,,6,
1602,2001,m1x,敗復E組,101,,,,,,,6,
1603,2001,m1x,敗復E組,101,,,,,,,6,
1604,2001,m1x,敗復E組,101,,,,,,,6,
1605,2001,m1x,敗復E組,101,,,,,,,6,
1606,2001,m1x,敗復E組,101,,,,,,,6,
1607,2001,m1x,敗復E組,101,,,,,,,6,
1608,2001,m1x,敗復F組,102,,,,,,,6,
1609,2001,m1x,敗復F組,102,,,,,,,6,
1610,2001,m1x,敗復F組,102,,,,,,,6,
1611,2001,m1x,敗復F組,102,,,,,,,6,
1612,2001,m1x,敗復F組,102,,,,,,,6,
1613,2001,m1x,敗復F組,102,,,,,,,6,
1614,2001,m1x,敗復G組,103,,,,,,,6,
1615,2001,m1x,敗復G組,103,,,,,,,6,
1616,2001,m1x,敗復G組,103,,,,,,,6,
1617,2001,m1x,敗復G組,103,,,,,,,6,
1618,2001,m1x,敗復G組,103,,,,,,,6,
1619,2001,m1x,敗復G組,103,,,,,,,6,
1620,2001,m1x,敗復H組,104,,,,,,,6,
1621,2001,m1x,敗復H組,104,,,,,,,6,
1622,2001,m1x,敗復H組,104,,,,,,,6,
1623,2001,m1x,敗復H組,104,,,,,,,6,
1624,2001,m1x,敗復H組,104,,,,,,,6,
1625,2001,m1x,敗復H組,104,,,,,,,6,
1626,2001,m1x,敗復I組,105,,,,,,,6,
1627,2001,m1x,敗復I組,105,,,,,,,6,
