year,nace_number,boat_type,section_code,lane,team,500m,1000m,1500m,2000m,500m(s),1000m(s),1500m(s),2000m(s),order,qualify
2017,52,m1x,敗復H組,5,梶 真暢(東京経済大学B),01:57.00,04:07.03,06:20.44,08:36.19,117.0,247.03,380.44,516.19,4,
2017,53,m1x,敗復I組,3,三輪 崇(慶應義塾大学A),01:50.37,03:48.95,05:47.65,07:48.12,110.37,228.95,347.65,468.12,1,→Semi-Final
2017,53,m1x,敗復I組,2,村松 史也(仙台大学B),01:50.21,03:47.87,05:51.47,08:00.87,110.21000000000001,227.87,351.47,480.87,2,
2017,53,m1x,敗復I組,4,山口 健太(東京外国語大学C),01:55.60,03:53.83,05:57.34,08:02.05,115.6,233.82999999999998,357.34000000000003,482.05,3,
2017,53,m1x,敗復I組,5,鈴木 学(一橋大学C),02:08.01,04:19.87,06:42.97,08:58.32,128.01,259.87,402.97,538.32,4,
2017,54,m1x,敗復J組,3,猪野 健太郎(仙台大学A),01:52.11,03:51.82,05:51.98,07:49.18,112.11,231.82,351.98,469.18,1,→Semi-Final
2017,54,m1x,敗復J組,4,小坂 亮太(茨城大学A),01:56.17,03:59.09,06:02.37,08:05.53,116.17,239.09,362.37,485.53,2,
2017,54,m1x,敗復J組,2,鴨下 正彦(東京工業大学A),01:58.53,04:03.26,06:09.57,08:13.53,118.53,243.26,369.57,493.53,3,
2017,54,m1x,敗復J組,5,山田 龍(京都大学C),02:06.04,04:21.06,06:37.40,08:51.26,126.04,261.06,397.4,531.26,4,
2017,55,m1x,敗復K組,3,柘植 実(富山国際大学B),01:51.26,03:46.28,05:44.55,07:42.12,111.25999999999999,226.28,344.55,462.12,1,→Semi-Final
2017,55,m1x,敗復K組,4,中島 一(明治大学A),01:55.84,03:58.55,06:02.75,08:06.06,115.84,238.55,362.75,486.06,2,
2017,55,m1x,敗復K組,2,今井 天平(中央大学理工学部),01:55.66,03:57.25,06:02.92,08:08.84,115.66,237.25,362.92,488.84,3,
2017,56,m1x,敗復L組,3,阿部 光治(猿投農林高校),01:52.16,03:50.72,05:56.09,07:55.02,112.16,230.72,356.09000000000003,475.02,1,→Semi-Final
2017,56,m1x,敗復L組,4,野口 拓己(トヨタ自動車B),01:49.19,03:54.27,06:00.48,08:02.73,109.19,234.27,360.48,482.73,2,
2017,56,m1x,敗復L組,2,広島 直登(成城大学),01:55.44,03:57.34,06:04.31,08:10.84,115.44,237.34,364.31,490.84,3,
2017,56,m1x,敗復L組,1,渡辺 圭輔(一橋大学D),02:11.74,04:33.68,06:55.66,09:13.75,131.74,273.68,415.65999999999997,553.75,4,
2017,56,m1x,敗復L組,5,伴 雅樹(慶應義塾大学C),02:21.21,04:45.42,07:02.24,09:17.82,141.21,285.42,422.24,557.82,5,
2017,88,m1x,準決A組,3,野村 颯士朗(トヨタ自動車A),01:43.51,03:40.92,05:41.24,07:37.63,103.50999999999999,220.92000000000002,341.24,457.63,1,→Final A
2017,88,m1x,準決A組,4,浅井 泰一郎(京都大学A),01:51.89,03:50.60,05:49.82,07:49.98,111.89,230.6,349.82,469.98,2,→Final B
2017,88,m1x,準決A組,1,三輪 崇(慶應義塾大学A),01:51.19,03:51.78,05:53.67,07:52.83,111.19,231.78,353.67,472.83,3,
2017,88,m1x,準決A組,5,喜多 心世(岐阜経済大学),01:55.15,03:58.04,05:57.67,07:57.25,115.15,238.04,357.67,477.25,4,
2017,88,m1x,準決A組,6,市村 瑞輝(東京外国語大学B),01:55.42,03:55.30,05:55.90,07:57.44,115.42,235.3,355.9,477.44,5,
2017,88,m1x,準決A組,2,深澤 拓也(東京外国語大学A),01:55.64,03:55.69,05:57.31,07:57.93,115.64,235.69,357.31,477.93,6,
2017,89,m1x,準決B組,3,遠山 秀雄(伏見工業・京都工学院高校),01:46.54,03:39.48,05:35.15,07:32.83,106.53999999999999,219.48,335.15,452.83,1,→Final A
2017,89,m1x,準決B組,5,福井 修聡(清風高校A),01:46.80,03:43.77,05:44.14,07:44.27,106.8,223.77,344.14,464.27,2,→Final B
2017,89,m1x,準決B組,6,阿部 光治(猿投農林高校),01:50.05,03:49.51,05:48.09,07:44.86,110.05,229.51,348.09000000000003,464.86,3,
2017,89,m1x,準決B組,4,山崎 健(愛媛大学),01:49.48,03:47.40,05:47.65,07:49.63,109.47999999999999,227.4,347.65,469.63,4,
2017,89,m1x,準決B組,1,猪野 健太郎(仙台大学A),01:52.37,03:51.56,05:53.45,07:55.51,112.37,231.56,353.45,475.51,5,
2017,89,m1x,準決B組,2,柘植 充(ぎふジュニアボートクラブ),01:55.74,03:56.95,05:58.64,07:57.71,115.74000000000001,236.95,358.64,477.71,6,
2017,90,m1x,準決C組,3,島田 隼輔(瀬田工業高校),01:48.58,03:43.35,05:38.30,07:32.86,108.58,223.35,338.3,452.86,1,→Final A
2017,90,m1x,準決C組,5,柘植 実(富山国際大学B),01:49.61,03:43.99,05:39.50,07:34.83,109.61,223.99,339.5,454.83,2,→Final B
2017,90,m1x,準決C組,4,道端 勇樹(明治大学B),01:51.34,03:48.14,05:46.18,07:43.41,111.34,228.14,346.18,463.40999999999997,3,
2017,90,m1x,準決C組,6,中村 理人(東京医科歯科大学A),01:53.42,03:51.51,05:50.58,07:53.87,113.42,231.51,350.58,473.87,4,
2017,90,m1x,準決C組,1,永田 大智(慶應義塾大学B),01:51.55,03:51.98,05:59.49,08:02.27,111.55,231.98,359.49,482.27,5,
2017,90,m1x,準決C組,2,遠藤 聡大(東海大学),01:47.58,03:49.18,05:55.97,08:03.94,107.58,229.18,355.97,483.94,6,
2017,91,m1x,準決D組,3,茂見 輝(熊本学園大学付属高校A),01:49.79,03:45.81,05:43.46,07:40.70,109.78999999999999,225.81,343.46,460.7,1,→Final A
2017,91,m1x,準決D組,5,小島 佑太(熊本学園大学付属高校B),01:49.38,03:47.41,05:45.46,07:42.62,109.38,227.41,345.46,462.62,2,→Final B
2017,91,m1x,準決D組,4,城臺 将(富山国際大学A),01:52.08,03:49.81,05:50.57,07:52.81,112.08,229.81,350.57,472.81,3,
2017,91,m1x,準決D組,6,越川 智宏(小見川RC),01:51.94,03:50.38,05:52.23,07:56.17,111.94,230.38,352.23,476.17,4,
2017,91,m1x,準決D組,1,田原 裕哉(新日鐵住金),01:51.76,03:51.44,05:58.45,08:02.87,111.75999999999999,231.44,358.45,482.87,5,
2017,91,m1x,準決D組,2,藤岡 天翔(同志社大学A),01:55.24,04:00.24,06:05.41,08:10.21,115.24000000000001,240.24,365.41,490.21,6,
2017,108,m1x,順決,3,柘植 実(富山国際大学B),01:47.48,03:41.31,05:40.79,07:39.92,107.47999999999999,221.31,340.79,459.92,1,
2017,108,m1x,順決,2,福井 修聡(清風高校A),01:49.66,03:44.77,05:43.72,07:43.09,109.66,224.77,343.72,463.09000000000003,2,
2017,108,m1x,順決,4,小島 佑太(熊本学園大学付属高校B),01:47.21,03:43.91,05:48.07,07:48.94,107.21000000000001,223.91,348.07,468.94,3,
2017,108,m1x,順決,5,浅井 泰一郎(京都大学A),01:51.89,03:53.12,05:57.09,08:01.01,111.89,233.12,357.09000000000003,481.01,4,
2017,109,m1x,決勝,3,遠山 秀雄(伏見工業・京都工学院高校),01:47.01,03:41.24,05:36.22,07:27.89,107.00999999999999,221.24,336.22,447.89,1,
2017,109,m1x,決勝,4,島田 隼輔(瀬田工業高校),01:50.25,03:44.53,05:39.17,07:30.57,110.25,224.53,339.17,450.57,2,
2017,109,m1x,決勝,2,野村 颯士朗(トヨタ自動車A),01:42.20,03:36.60,05:35.61,07:32.82,102.2,216.6,335.61,452.82,3,
2017,109,m1x,決勝,5,茂見 輝(熊本学園大学付属高校A),01:45.56,03:46.43,05:54.81,07:59.47,105.56,226.43,354.81,479.47,4,
2017,13,w1x,予選A組,1,西尾 友伽(一橋大学A),02:01.21,04:09.39,06:20.71,08:32.19,121.21,249.39,380.71,512.19,1,→Semi-Final
2017,13,w1x,予選A組,2,弓削田 紗帆(浦和第一女子高校B),02:07.35,04:23.89,06:36.18,08:48.82,127.35,263.89,396.18,528.82,2,
2017,13,w1x,予選A組,6,木戸 ひかり(立命館大学),02:05.01,04:20.54,06:36.44,08:52.78,125.01,260.54,396.44,532.78,3,
2017,13,w1x,予選A組,4,宮本 公香(日本体育大学),02:07.71,04:25.92,06:44.95,09:00.35,127.71,265.92,404.95,540.35,4,
2017,13,w1x,予選A組,3,石田 かおり(島根大学),02:11.87,04:25.65,06:44.08,09:01.11,131.87,265.65,404.08,541.11,5,
2017,13,w1x,予選A組,5,後藤 菜月(鹿屋体育大学B),02:12.44,04:32.71,06:56.11,09:17.85,132.44,272.71,416.11,557.85,6,
2017,14,w1x,予選B組,1,矢吹 美緒(東北大学),01:55.37,04:00.37,06:08.82,08:18.19,115.37,240.37,368.82,498.19,1,→Semi-Final
2017,14,w1x,予選B組,6,遠藤 穗(中央大学),01:58.52,04:08.40,06:21.84,08:33.93,118.52000000000001,248.4,381.84,513.93,2,
2017,14,w1x,予選B組,3,二宮 由紀子(京都大学A),02:05.04,04:16.96,06:29.65,08:42.66,125.04,256.96,389.65,522.66,3,
2017,14,w1x,予選B組,2,木村 聖奈(東京経済大学),02:04.22,04:16.71,06:30.57,08:45.01,124.22,256.71,390.57,525.01,4,
2017,14,w1x,予選B組,4,渡邊 夏帆(猿投農林高校),02:10.34,04:27.94,06:45.76,09:03.29,130.34,267.94,405.76,543.29,5,
2017,14,w1x,予選B組,5,大谷 梨華(新潟大学),02:17.59,04:47.65,07:19.70,09:50.71,137.59,287.65,439.7,590.71,6,
2017,15,w1x,予選C組,3,米澤 知華(浦和第一女子高校A),02:04.97,04:13.71,06:25.59,08:35.52,124.97,253.71,385.59,515.52,1,→Semi-Final
2017,15,w1x,予選C組,1,大久保 早貴(名古屋大学A),02:03.22,04:15.53,06:32.91,08:48.60,123.22,255.53,392.90999999999997,528.6,2,
2017,15,w1x,予選C組,2,鈴木 伶奈(酒田光陵高校),02:12.12,04:26.50,06:41.52,08:53.12,132.12,266.5,401.52,533.12,3,
2017,15,w1x,予選C組,4,村岡 美晴(明治大学B),02:10.19,04:27.45,06:46.71,09:03.76,130.19,267.45,406.71,543.76,4,
2017,15,w1x,予選C組,5,木田 奈々美(山口大学),02:18.00,04:41.28,07:09.49,09:32.82,138.0,281.28,429.49,572.82,5,
2017,15,w1x,予選C組,6,山下 夕里奈(一橋大学C),02:21.22,04:45.92,07:16.02,09:41.46,141.22,285.92,436.02,581.46,6,
2017,16,w1x,予選D組,3,八色 梨香子(東京海洋大学),02:02.88,04:14.58,06:31.37,08:43.21,122.88,254.58,391.37,523.21,1,→Semi-Final
2017,16,w1x,予選D組,6,近藤 有璃(龍谷大学),02:03.59,04:14.95,06:32.14,08:46.21,123.59,254.95,392.14,526.21,2,
2017,16,w1x,予選D組,4,藤枝 智美(東京外国語大学),02:08.90,04:23.67,06:40.37,08:51.69,128.9,263.67,400.37,531.69,3,
2017,16,w1x,予選D組,1,岩崎 かえで(桜宮高校),02:07.18,04:20.59,06:39.38,08:51.93,127.18,260.59,399.38,531.93,4,
2017,16,w1x,予選D組,2,栗原 安加里(松山大学),02:08.58,04:24.48,06:43.30,09:00.55,128.58,264.48,403.3,540.55,5,
2017,16,w1x,予選D組,5,加藤 彩香(仙台大学),02:07.43,04:27.49,06:53.61,09:16.05,127.43,267.49,413.61,556.05,6,
2017,17,w1x,予選E組,4,四方 美咲(鹿屋体育大学A),02:04.01,04:13.03,06:24.84,08:38.23,124.01,253.03,384.84,518.23,1,→Semi-Final
2017,17,w1x,予選E組,3,佐藤 愛実(富山国際大学D),02:06.80,04:17.83,06:31.14,08:45.70,126.8,257.83,391.14,525.7,2,
2017,17,w1x,予選E組,2,佐藤 真夏海(一橋大学B),02:15.62,04:33.73,06:54.96,09:16.21,135.62,273.73,414.96,556.21,3,
2017,17,w1x,予選E組,5,矢島 美季(早稲田大学理工漕艇部),02:15.24,04:33.98,06:57.47,09:23.90,135.24,273.98,417.47,563.9,4,
2017,17,w1x,予選E組,1,見角 真悠(一橋大学E),02:20.11,04:42.87,07:10.14,09:40.13,140.11,282.87,430.14,580.13,5,
2017,18,w1x,予選F組,3,柿島 麗(金沢大学),02:02.34,04:10.08,06:25.29,08:42.19,122.34,250.08,385.29,522.19,1,→Semi-Final
2017,18,w1x,予選F組,2,土方 杏華(立教大学),02:03.88,04:14.17,06:33.29,08:51.07,123.88,254.17,393.29,531.07,2,
2017,18,w1x,予選F組,5,原田 りお(岐阜経済大学A),02:05.40,04:19.09,06:41.78,09:04.07,125.4,259.09,401.78,544.07,3,
2017,18,w1x,予選F組,1,佐藤 瑞希(富山国際大学B),02:12.60,04:29.69,06:53.22,09:17.65,132.6,269.69,413.22,557.65,4,
2017,18,w1x,予選F組,4,飯田 史織(名古屋大学B),02:22.30,04:48.42,07:22.11,09:57.05,142.3,288.42,442.11,597.05,5,
2017,19,w1x,予選G組,5,増田 萌(明治大学A),02:04.38,04:18.90,06:41.40,09:02.18,124.38,258.9,401.4,542.18,1,→Semi-Final
2017,19,w1x,予選G組,3,杉田 さくら(富山国際大学A),02:06.69,04:28.26,06:56.03,09:18.08,126.69,268.26,416.03,558.08,2,
2017,19,w1x,予選G組,1,水野 友紀(成蹊大学),02:16.42,04:39.13,07:07.27,09:32.92,136.42000000000002,279.13,427.27,572.92,3,
2017,19,w1x,予選G組,2,菊池 佳乃(一橋大学D),02:17.21,04:46.52,07:19.43,09:48.65,137.21,286.52,439.43,588.65,4,
2017,20,w1x,予選H組,3,野村 幸(トヨタ自動車),02:01.44,04:12.52,06:24.26,08:37.09,121.44,252.52,384.26,517.09,1,→Semi-Final
2017,20,w1x,予選H組,5,吉田 結友(富山国際大学C),02:02.89,04:13.69,06:26.25,08:40.68,122.89,253.69,386.25,520.68,2,
2017,20,w1x,予選H組,2,江藤 裕実(慶應義塾大学),02:15.74,04:38.53,06:58.25,09:15.56,135.74,278.53,418.25,555.56,3,
2017,20,w1x,予選H組,1,冨上 恵里(京都大学B),02:13.38,04:38.83,07:03.86,09:25.65,133.38,278.83,423.86,565.65,4,
2017,20,w1x,予選H組,4,中村 希美(岐阜経済大学B),02:16.36,04:43.55,07:07.82,09:32.24,136.36,283.55,427.82,572.24,5,
2017,57,w1x,敗復A組,4,土方 杏華(立教大学),01:59.85,04:08.76,06:22.65,08:37.14,119.85,248.76,382.65,517.14,1,→Semi-Final
2017,57,w1x,敗復A組,3,弓削田 紗帆(浦和第一女子高校B),02:04.17,04:16.54,06:31.43,08:44.26,124.17,256.54,391.43,524.26,2,
2017,57,w1x,敗復A組,5,杉田 さくら(富山国際大学A),02:03.04,04:19.58,06:41.54,09:00.72,123.04,259.58,401.54,540.72,3,
2017,57,w1x,敗復A組,2,後藤 菜月(鹿屋体育大学B),02:08.97,04:27.94,06:50.63,09:11.30,128.97,267.94,410.63,551.3,4,
2017,58,w1x,敗復B組,3,大久保 早貴(名古屋大学A),02:01.56,04:12.97,06:26.60,08:42.56,121.56,252.97,386.6,522.56,1,→Semi-Final
2017,58,w1x,敗復B組,4,藤枝 智美(東京外国語大学),02:06.48,04:22.03,06:37.88,08:53.42,126.48,262.03,397.88,533.42,2,
2017,58,w1x,敗復B組,2,佐藤 瑞希(富山国際大学B),02:07.90,04:26.83,06:45.13,09:03.12,127.9,266.83,405.13,543.12,3,
2017,58,w1x,敗復B組,5,矢島 美季(早稲田大学理工漕艇部),02:16.11,04:37.28,06:56.45,09:15.23,136.11,277.28,416.45,555.23,4,
2017,59,w1x,敗復C組,3,近藤 有璃(龍谷大学),02:00.03,04:11.27,06:27.14,08:42.71,120.03,251.27,387.14,522.71,1,→Semi-Final
2017,59,w1x,敗復C組,4,岩崎 かえで(桜宮高校),02:08.19,04:25.45,06:45.26,09:02.96,128.19,265.45,405.26,542.96,2,
2017,59,w1x,敗復C組,2,佐藤 真夏海(一橋大学B),02:14.37,04:32.22,06:50.73,09:06.87,134.37,272.22,410.73,546.87,3,
2017,59,w1x,敗復C組,5,冨上 恵里(京都大学B),02:14.90,04:35.45,07:01.82,09:28.17,134.9,275.45,421.82,568.17,4,
2017,60,w1x,敗復D組,3,佐藤 愛実(富山国際大学D),02:04.48,04:16.42,06:30.27,08:44.32,124.48,256.42,390.27,524.32,1,→Semi-Final
2017,60,w1x,敗復D組,4,木戸 ひかり(立命館大学),02:06.29,04:22.82,06:41.10,08:57.04,126.29,262.82,401.1,537.04,2,
2017,60,w1x,敗復D組,2,加藤 彩香(仙台大学),02:04.86,04:21.78,06:41.73,09:02.32,124.86,261.78,401.73,542.32,3,
2017,60,w1x,敗復D組,5,中村 希美(岐阜経済大学B),02:10.59,04:32.54,07:00.86,09:27.47,130.59,272.54,420.86,567.47,4,
2017,61,w1x,敗復E組,3,木村 聖奈(東京経済大学),02:04.69,04:13.11,06:24.49,08:35.23,124.69,253.11,384.49,515.23,1,→Semi-Final
2017,61,w1x,敗復E組,4,鈴木 伶奈(酒田光陵高校),02:06.18,04:16.56,06:28.46,08:38.26,126.18,256.56,388.46,518.26,2,
2017,61,w1x,敗復E組,2,江藤 裕実(慶應義塾大学),02:12.90,04:30.98,06:50.54,09:08.49,132.9,270.98,410.54,548.49,3,
2017,61,w1x,敗復E組,5,木田 奈々美(山口大学),02:12.24,04:31.92,06:58.57,09:17.95,132.24,271.92,418.57,557.95,4,
2017,62,w1x,敗復F組,3,二宮 由紀子(京都大学A),02:07.47,04:16.84,06:28.55,08:43.53,127.47,256.84,388.55,523.53,1,→Semi-Final
2017,62,w1x,敗復F組,2,原田 りお(岐阜経済大学A),02:03.62,04:16.13,06:39.44,08:57.95,123.62,256.13,399.44,537.95,2,
2017,62,w1x,敗復F組,4,宮本 公香(日本体育大学),02:11.74,04:26.37,06:43.82,08:58.67,131.74,266.37,403.82,538.67,3,
2017,62,w1x,敗復F組,5,水野 友紀(成蹊大学),02:18.44,04:36.42,06:58.39,09:22.77,138.44,276.42,418.39,562.77,4,
2017,62,w1x,敗復F組,1,飯田 史織(名古屋大学B),02:21.24,04:51.87,07:29.58,10:00.27,141.24,291.87,449.58,0.27,5,
2017,63,w1x,敗復G組,3,吉田 結友(富山国際大学C),01:58.59,04:09.61,06:21.77,08:34.59,118.59,249.61,381.77,514.59,1,→Semi-Final
2017,63,w1x,敗復G組,2,村岡 美晴(明治大学B),02:00.46,04:14.90,06:31.63,08:50.20,120.46,254.9,391.63,530.2,2,
2017,63,w1x,敗復G組,4,栗原 安加里(松山大学),02:06.94,04:25.37,06:43.97,08:59.41,126.94,265.37,403.97,539.41,3,
2017,63,w1x,敗復G組,5,見角 真悠(一橋大学E),02:16.21,04:41.35,07:06.08,09:29.18,136.21,281.35,426.08,569.18,4,
2017,63,w1x,敗復G組,1,大谷 梨華(新潟大学),02:16.74,04:41.96,07:07.23,09:30.96,136.74,281.96,427.23,570.96,5,
2017,64,w1x,敗復H組,3,遠藤 穗(中央大学),01:54.66,04:00.79,06:14.08,08:27.08,114.66,240.79,374.08,507.08,1,→Semi-Final
2017,64,w1x,敗復H組,2,渡邊 夏帆(猿投農林高校),02:02.81,04:16.69,06:31.77,08:47.58,122.81,256.69,391.77,527.58,2,
2017,64,w1x,敗復H組,4,石田 かおり(島根大学),02:07.99,04:25.55,06:44.57,09:00.05,127.99,265.55,404.57,540.05,3,
2017,64,w1x,敗復H組,5,山下 夕里奈(一橋大学C),02:15.30,04:40.29,07:02.37,09:26.09,135.3,280.29,422.37,566.09,4,
2017,64,w1x,敗復H組,1,菊池 佳乃(一橋大学D),02:14.86,04:34.37,07:01.97,09:26.50,134.86,274.37,421.97,566.5,5,
2017,92,w1x,準決A組,3,矢吹 美緒(東北大学),01:55.35,03:58.14,06:05.75,08:15.36,115.35,238.14,365.75,495.36,1,→Final A
2017,92,w1x,準決A組,2,土方 杏華(立教大学),02:00.40,04:09.16,06:20.22,08:33.82,120.4,249.16,380.22,513.82,2,→Final B
2017,92,w1x,準決A組,5,大久保 早貴(名古屋大学A),02:03.26,04:13.11,06:25.31,08:37.99,123.26,253.11,385.31,517.99,3,
2017,92,w1x,準決A組,4,増田 萌(明治大学A),02:04.12,04:13.84,06:26.19,08:38.15,124.12,253.84,386.19,518.15,4,
2017,93,w1x,準決B組,4,八色 梨香子(東京海洋大学),02:00.52,04:10.09,06:22.89,08:32.05,120.52,250.09,382.89,512.05,1,→Final A
2017,93,w1x,準決B組,3,西尾 友伽(一橋大学A),02:01.44,04:09.74,06:23.12,08:36.20,121.44,249.74,383.12,516.2,2,→Final B
2017,93,w1x,準決B組,5,近藤 有璃(龍谷大学),02:02.51,04:12.05,06:27.19,08:37.85,122.51,252.05,387.19,517.85,3,
2017,93,w1x,準決B組,2,木村 聖奈(東京経済大学),02:08.66,04:19.29,06:31.17,08:39.44,128.66,259.29,391.17,519.44,4,
2017,94,w1x,準決C組,3,米澤 知華(浦和第一女子高校A),02:00.76,04:08.84,06:17.67,08:26.62,120.76,248.84,377.67,506.62,1,→Final A
2017,94,w1x,準決C組,2,吉田 結友(富山国際大学C),02:01.64,04:09.39,06:18.76,08:29.18,121.64,249.39,378.76,509.18,2,→Final B
2017,94,w1x,準決C組,4,柿島 麗(金沢大学),01:59.95,04:08.60,06:21.27,08:35.37,119.95,248.6,381.27,515.37,3,
2017,94,w1x,準決C組,5,二宮 由紀子(京都大学A),02:04.92,04:16.70,06:29.24,08:43.55,124.92,256.7,389.24,523.55,4,
2017,95,w1x,準決D組,3,野村 幸(トヨタ自動車),01:57.61,04:03.80,06:13.95,08:26.19,117.61,243.8,373.95,506.19,1,→Final A
2017,95,w1x,準決D組,4,四方 美咲(鹿屋体育大学A),02:00.09,04:08.32,06:18.74,08:28.01,120.09,248.32,378.74,508.01,2,→Final B
2017,95,w1x,準決D組,2,遠藤 穗(中央大学),01:54.32,04:03.57,06:20.56,08:36.27,114.32,243.57,380.56,516.27,3,
2017,95,w1x,準決D組,5,佐藤 愛実(富山国際大学D),02:06.35,04:19.79,06:34.94,08:47.33,126.35,259.79,394.94,527.33,4,
2017,110,w1x,順決,4,吉田 結友(富山国際大学C),02:00.70,04:10.03,06:24.09,08:37.72,120.7,250.03,384.09,517.72,1,
2017,110,w1x,順決,3,四方 美咲(鹿屋体育大学A),02:03.71,04:14.27,06:27.21,08:40.01,123.71,254.27,387.21,520.01,2,
2017,110,w1x,順決,5,西尾 友伽(一橋大学A),02:01.68,04:15.07,06:32.11,08:47.82,121.68,255.07,392.11,527.82,3,
2017,110,w1x,順決,2,土方 杏華(立教大学),02:02.92,04:15.34,06:32.45,08:51.00,122.92,255.34,392.45,531.0,4,
2017,111,w1x,決勝,3,矢吹 美緒(東北大学),01:54.18,03:56.98,06:05.51,08:13.94,114.18,236.98,365.51,493.94,1,
2017,111,w1x,決勝,4,野村 幸(トヨタ自動車),01:59.98,04:04.03,06:14.70,08:26.43,119.97999999999999,244.03,374.7,506.43,2,
2017,111,w1x,決勝,2,米澤 知華(浦和第一女子高校A),02:02.41,04:07.04,06:18.04,08:30.72,122.41,247.04,378.04,510.72,3,
2017,111,w1x,決勝,5,八色 梨香子(東京海洋大学),02:00.31,04:08.26,06:23.02,08:35.80,120.31,248.26,383.02,515.8,4,
2017,41,m8+,予選A組,3,仙台大学A,01:31.22,03:06.18,04:42.81,06:17.26,91.22,186.18,282.81,377.26,1,→Semi-Final
2017,41,m8+,予選A組,4,神戸大学,01:31.78,03:09.25,04:46.86,06:25.31,91.78,189.25,286.86,385.31,2,
2017,41,m8+,予選A組,6,慶應義塾大学B,01:36.26,03:17.20,05:00.98,06:45.44,96.25999999999999,197.2,300.98,405.44,3,
2017,41,m8+,予選A組,2,一橋大学B,01:36.70,03:17.77,05:03.06,06:50.29,96.7,197.77,303.06,410.29,4,
2017,41,m8+,予選A組,5,慶應義塾大学C,01:39.31,03:22.93,05:11.07,07:02.75,99.31,202.93,311.07,422.75,5,
2017,41,m8+,予選A組,1,名古屋大学B,01:39.68,03:26.05,05:17.07,07:07.81,99.68,206.05,317.07,427.81,6,
2017,42,m8+,予選B組,3,明治大学,01:30.44,03:02.76,04:39.38,06:16.96,90.44,182.76,279.38,376.96,1,→Semi-Final
2017,42,m8+,予選B組,1,立教大学,01:33.84,03:08.40,04:43.81,06:20.43,93.84,188.4,283.81,380.43,2,
2017,42,m8+,予選B組,4,慶應義塾大学A,01:31.06,03:06.46,04:45.76,06:27.27,91.06,186.46,285.76,387.27,3,
2017,42,m8+,予選B組,5,仙台大学B,01:36.49,03:16.04,04:57.90,06:36.02,96.49000000000001,196.04,297.9,396.02,4,
2017,42,m8+,予選B組,2,東京工業大学,01:42.49,03:29.94,05:19.27,07:11.44,102.49000000000001,209.94,319.27,431.44,5,
2017,43,m8+,予選C組,5,中央大学,01:28.90,03:03.53,04:39.89,06:12.38,88.9,183.53,279.89,372.38,1,→Semi-Final
2017,43,m8+,予選C組,2,富山国際大学,01:36.81,03:16.14,04:56.76,06:32.84,96.81,196.14,296.76,392.84000000000003,2,
2017,43,m8+,予選C組,3,名古屋大学A,01:33.94,03:14.24,04:54.69,06:33.91,93.94,194.24,294.69,393.90999999999997,3,
2017,43,m8+,予選C組,1,東京大学B,01:41.14,03:25.53,05:12.25,06:57.91,101.14,205.53,312.25,417.90999999999997,4,
2017,43,m8+,予選C組,4,東北大学B,01:41.60,03:28.43,05:15.42,06:59.46,101.6,208.43,315.42,419.46,5,
2017,44,m8+,予選D組,5,早稲田大学,01:30.06,03:04.13,04:40.67,06:14.93,90.06,184.13,280.67,374.93,1,→Semi-Final
2017,44,m8+,予選D組,3,東北大学A,01:31.14,03:08.27,04:46.07,06:24.27,91.14,188.27,286.07,384.27,2,
2017,44,m8+,予選D組,4,同志社大学,01:34.70,03:11.20,04:49.70,06:28.20,94.7,191.2,289.7,388.2,3,
2017,44,m8+,予選D組,2,一橋大学A,01:33.08,03:09.88,04:50.24,06:28.48,93.08,189.88,290.24,388.48,4,
2017,44,m8+,予選D組,1,東京大学A,01:36.91,03:15.55,04:55.58,06:31.29,96.91,195.55,295.58,391.29,5,
2017,84,m8+,敗復A組,3,慶應義塾大学A,01:29.93,03:04.80,04:41.39,06:15.72,89.93,184.8,281.39,375.72,1,→Semi-Final
2017,84,m8+,敗復A組,4,同志社大学,01:32.81,03:09.43,04:45.68,06:19.05,92.81,189.43,285.68,379.05,2,
2017,84,m8+,敗復A組,2,一橋大学B,01:35.11,03:14.45,04:55.78,06:34.24,95.11,194.45,295.78,394.24,3,
2017,84,m8+,敗復A組,5,東京大学B,01:36.89,03:18.85,05:02.51,06:52.16,96.89,198.85,302.51,412.15999999999997,4,
2017,85,m8+,敗復B組,3,神戸大学,01:30.33,03:04.52,04:38.88,06:12.76,90.33,184.52,278.88,372.76,1,→Semi-Final
2017,85,m8+,敗復B組,4,一橋大学A,01:30.53,03:06.39,04:41.46,06:19.97,90.53,186.39,281.46,379.97,2,
2017,85,m8+,敗復B組,2,慶應義塾大学B,01:35.52,03:15.82,04:59.58,06:38.29,95.52000000000001,195.82,299.58,398.29,3,
2017,85,m8+,敗復B組,5,東北大学B,01:39.08,03:23.90,05:07.79,06:51.38,99.08,203.9,307.79,411.38,4,
2017,86,m8+,敗復C組,2,仙台大学B,01:29.54,03:03.09,04:38.54,06:14.72,89.53999999999999,183.09,278.54,374.72,1,→Semi-Final
2017,86,m8+,敗復C組,3,東北大学A,01:27.85,03:01.96,04:37.98,06:20.77,87.85,181.96,277.98,380.77,2,
2017,86,m8+,敗復C組,4,東京大学A,01:33.77,03:11.40,04:49.76,06:28.63,93.77000000000001,191.4,289.76,388.63,3,
2017,86,m8+,敗復C組,5,慶應義塾大学C,01:35.84,03:14.39,04:55.49,06:43.95,95.84,194.39,295.49,403.95,4,
