year,boat_type,section_code,race_number,order,team,500m,1000m,1500m,2000m,lane,qualify
2001,w2x,予選C組,3,3,静岡産業大学,01:57.86,04:01.49,06:06.93,08:09.95,3,
2001,w2x,予選C組,3,4,東京外国語大学,02:01.61,04:06.26,06:12.54,08:17.35,4,
2001,w2x,予選C組,3,5,鳥取大学,02:05.12,04:15.84,06:27.91,08:40.95,1,
2001,w2x,予選D組,4,1,東京経済大学,01:49.11,03:44.47,05:42.04,07:37.74,3,->Semi-Final
2001,w2x,予選D組,4,2,日本体育大学,01:52.64,03:48.90,05:46.14,07:42.37,5,
2001,w2x,予選D組,4,3,明治大学,01:49.95,03:48.51,05:50.91,07:51.61,2,
2001,w2x,予選D組,4,4,新潟大学,01:57.51,04:00.07,06:04.52,08:10.09,1,
2001,w2x,予選D組,4,5,東北学院大学,01:55.51,04:01.81,06:11.49,08:17.78,4,
2001,w2x,予選E組,5,1,早稲田大学,01:48.00,03:41.18,05:36.12,07:30.17,2,->Semi-Final
2001,w2x,予選E組,5,2,龍谷大学,01:54.34,03:54.98,05:53.49,07:49.32,1,
2001,w2x,予選E組,5,3,岡山大学,01:53.00,03:53.68,05:50.68,07:49.60,4,
2001,w2x,予選E組,5,4,一橋大学,01:52.54,04:08.60,05:52.98,07:52.07,3,
2001,w2x,予選E組,5,5,学習院大学,02:01.92,03:51.28,06:16.30,08:27.30,5,
2001,w2x,予選F組,6,1,法政大学,01:54.58,03:56.42,06:01.57,08:08.74,2,->Semi-Final
2001,w2x,予選F組,6,2,鳥取大学医学部,02:00.06,04:04.18,06:10.48,08:17.36,5,
2001,w2x,予選F組,6,3,日本女子体育大学,02:07.63,04:05.96,06:13.08,08:21.54,3,
2001,w2x,予選F組,6,4,静岡大学,02:02.80,04:08.62,06:19.22,08:28.17,1,
2001,w2x,予選F組,6,5,福島県立医科大学,02:00.67,04:15.78,06:25.86,08:35.64,4,
2001,w2x,敗復A組,61,1,明治大学,01:58.14,04:07.05,06:15.01,08:22.30,3,->Semi-Final
2001,w2x,敗復A組,61,2,一橋大学,01:57.96,04:09.51,06:19.00,08:24.93,4,->Semi-Final
2001,w2x,敗復A組,61,3,東北学院大学,01:59.10,04:14.70,06:30.77,08:47.34,5,
2001,w2x,敗復A組,61,4,鳥取大学医学部,02:09.36,04:29.85,06:46.32,09:01.80,2,
2001,w2x,敗復A組,61,5,愛媛大学,02:14.32,04:41.22,07:07.81,09:31.83,1,
2001,w2x,敗復B組,62,1,神戸大学,02:02.50,04:07.99,06:16.46,08:23.40,4,->Semi-Final
2001,w2x,敗復B組,62,2,岡山大学,02:02.66,04:14.59,06:24.91,08:30.67,3,->Semi-Final
2001,w2x,敗復B組,62,3,東京外国語大学,02:08.96,04:19.89,06:33.24,08:43.30,2,
2001,w2x,敗復B組,62,4,日本女子体育大学,02:06.72,04:18.13,06:36.89,08:53.39,5,
2001,w2x,敗復B組,62,5,南山大学,02:16.10,04:43.59,06:56.91,09:18.07,1,
2001,w2x,敗復D組,64,1,東京商船大学,01:55.88,03:59.76,06:07.12,08:13.11,3,->Semi-Final
2001,w2x,敗復D組,64,2,北海道大学,02:03.11,04:12.37,06:21.85,08:29.43,1,->Semi-Final
2001,w2x,敗復D組,64,3,京都大学,01:59.93,04:09.11,06:19.26,08:31.20,4,
2001,w2x,敗復D組,64,4,滋賀大学教育学部,01:59.75,04:09.73,06:22.12,08:34.09,2,
2001,w2x,敗復D組,64,5,静岡大学,02:05.35,04:20.86,06:41.20,09:01.69,5,
2001,w2x,敗復E組,65,1,日本体育大学,01:55.66,03:57.78,06:04.87,08:10.64,3,->Semi-Final
2001,w2x,敗復E組,65,2,新潟大学,02:00.91,04:08.90,06:21.49,08:32.26,2,->Semi-Final
2001,w2x,敗復E組,65,3,静岡産業大学,02:01.07,04:09.30,06:21.75,08:33.58,4,
2001,w2x,敗復E組,65,4,山口大学,02:08.75,04:25.96,06:47.24,09:03.69,5,
2001,w2x,敗復E組,65,5,福島県立医科大学,02:04.89,04:21.20,06:45.01,09:04.95,1,
2001,w2x,準決A組,133,1,鹿屋体育大学,01:53.18,03:48.97,05:47.94,07:45.66,3,->Final A
2001,w2x,準決A組,133,2,龍谷大学,01:53.60,03:51.47,05:52.00,07:50.75,2,->Final B
2001,w2x,準決A組,133,3,東海大学,01:55.41,03:55.42,05:58.89,08:01.50,4,
2001,w2x,準決A組,133,4,北海道大学,02:02.18,04:06.44,06:15.96,08:21.75,5,
2001,w2x,準決B組,134,1,日本体育大学,01:54.20,03:50.26,05:49.95,07:46.27,2,->Final A
2001,w2x,準決B組,134,2,立教大学,01:56.10,03:52.08,05:50.97,07:49.50,3,->Final B
2001,w2x,準決B組,134,3,一橋大学,01:55.92,03:57.12,06:01.08,08:03.85,5,
2001,w2x,準決B組,134,4,法政大学,01:56.34,04:06.36,06:20.94,08:36.28,4,
2001,w2x,準決C組,135,1,東京経済大学,01:52.78,03:50.84,05:52.68,07:51.35,3,->Final A
2001,w2x,準決C組,135,2,東京商船大学,01:56.11,03:55.14,05:55.54,07:53.54,4,->Final B
2001,w2x,準決C組,135,3,神戸大学,01:59.79,04:01.64,06:04.37,08:05.95,2,
2001,w2x,準決C組,135,4,岡山大学,01:59.99,04:00.27,06:03.40,08:07.74,5,
2001,w2x,準決D組,136,1,早稲田大学,01:51.66,03:48.40,05:47.75,07:55.16,3,->Final A
2001,w2x,準決D組,136,2,慶應義塾大学,01:56.28,03:57.40,05:57.48,08:01.71,4,->Final B
2001,w2x,準決D組,136,3,明治大学,01:54.20,03:55.58,05:58.01,08:03.74,2,
2001,w2x,準決D組,136,4,新潟大学,02:01.22,04:08.69,06:16.44,08:26.61,5,
2001,w2x,順決,174,1,立教大学,01:54.80,03:53.18,05:51.04,07:47.70,3,
2001,w2x,順決,174,2,東京商船大学,01:53.65,03:53.56,05:53.82,07:49.52,2,
2001,w2x,順決,174,3,龍谷大学,01:53.90,03:52.96,05:52.02,07:51.01,4,
2001,w2x,順決,174,4,慶應義塾大学,01:56.51,03:56.54,05:58.52,07:59.75,5,
2001,w2x,決勝,175,1,早稲田大学,01:49.87,03:42.48,05:37.13,07:33.84,5,
2001,w2x,決勝,175,2,東京経済大学,01:52.12,03:47.34,05:46.61,07:42.50,2,
2001,w2x,決勝,175,3,鹿屋体育大学,01:53.14,03:48.68,05:46.89,07:43.81,3,
2001,w2x,決勝,175,4,日本体育大学,01:53.49,03:50.96,05:49.36,07:44.92,4,
2001,m2-,予選A組,29,1,明治大学,01:44.92,03:36.04,05:28.70,07:25.94,5,->Final A
2001,m2-,予選A組,29,2,東京商船大学,01:47.63,03:42.40,05:40.19,07:42.27,1,
2001,m2-,予選A組,29,3,東海大学,01:45.62,03:43.84,05:45.04,07:45.28,2,
2001,m2-,予選A組,29,4,早稲田大学,01:55.53,03:53.56,05:54.42,07:59.04,6,
2001,m2-,予選A組,29,5,鹿児島大学,02:04.64,04:11.75,06:19.98,08:30.60,4,
2001,m2-,予選A組,29,6,龍谷大学,02:07.57,04:19.62,06:40.58,08:57.44,3,
2001,m2-,予選B組,30,1,北海道大学,01:46.43,03:42.90,05:39.88,07:38.34,3,->Final A
2001,m2-,予選B組,30,2,立命館大学,01:54.46,03:52.49,05:47.94,07:42.36,5,
2001,m2-,予選B組,30,3,日本大学,01:51.85,03:55.34,05:59.67,08:03.64,2,
2001,m2-,予選B組,30,4,松江工業専門学校,01:52.29,03:57.38,06:00.40,08:07.04,4,
2001,m2-,予選B組,30,5,東京大学,01:56.89,04:04.14,06:13.30,08:23.76,1,
2001,m2-,敗復A組,90,1,東海大学,01:49.34,03:49.65,05:55.04,07:58.45,4,->Final A
2001,m2-,敗復A組,90,2,立命館大学,01:58.93,04:03.75,06:07.04,08:05.07,3,->Final B
2001,m2-,敗復A組,90,3,松江工業専門学校,01:58.20,04:08.61,06:19.04,08:27.90,2,->Final B
2001,m2-,敗復A組,90,4,東京大学,02:01.03,04:14.72,06:28.59,08:37.56,5,
2001,m2-,敗復B組,91,1,東京商船大学,01:52.25,03:53.05,05:57.62,08:03.94,3,->Final A
2001,m2-,敗復B組,91,2,日本大学,01:57.61,03:59.80,06:06.16,08:10.81,2,->Final B
2001,m2-,敗復B組,91,3,早稲田大学,01:58.38,04:00.73,06:08.84,08:13.89,4,->Final B
2001,m2-,敗復B組,91,4,龍谷大学,02:06.67,04:16.06,06:30.00,08:41.32,1,
2001,m2-,敗復B組,91,5,鹿児島大学,02:03.58,04:16.26,06:36.46,08:51.84,5,
2001,m2-,順決,180,1,立命館大学,01:53.14,03:48.67,05:43.67,07:36.80,3,
2001,m2-,順決,180,2,早稲田大学,01:54.71,03:50.36,05:45.31,07:43.51,2,
2001,m2-,順決,180,3,日本大学,01:55.43,03:52.84,05:51.50,07:51.76,4,
2001,m2-,順決,180,4,松江工業専門学校,01:54.19,03:51.94,05:53.35,07:58.34,5,
2001,m2-,決勝,181,1,明治大学,01:45.36,03:38.16,05:33.16,07:25.61,3,
2001,m2-,決勝,181,2,東京商船大学,01:47.26,03:43.64,05:39.02,07:30.49,5,
2001,m2-,決勝,181,3,東海大学,01:44.39,03:40.31,05:38.18,07:31.28,2,
2001,m2-,決勝,181,4,北海道大学,01:48.30,03:43.97,05:38.54,07:31.50,4,
2001,w2-,予選A組,88,1,早稲田大学,02:00.22,04:08.96,06:27.20,08:42.17,1,->Final A
2001,w2-,予選A組,88,2,明治大学,02:03.50,04:17.41,06:37.82,08:51.88,2,
2001,w2-,予選A組,88,3,鹿屋体育大学,02:05.21,04:16.24,06:40.06,08:59.34,3,
2001,w2-,予選A組,88,4,一橋大学,02:06.91,04:22.44,06:44.94,09:02.89,5,
2001,w2-,予選A組,88,5,東京医科歯科大学,02:13.21,04:36.87,07:08.61,09:30.34,4,
2001,w2-,予選B組,89,1,北海道大学,02:01.25,04:09.09,06:19.95,08:27.82,1,->Final A
2001,w2-,予選B組,89,2,法政大学,02:06.72,04:21.24,06:31.20,08:56.41,5,
2001,w2-,予選B組,89,3,共立女子大学,02:10.92,04:28.46,06:47.88,09:06.77,3,
2001,w2-,予選B組,89,4,神戸大学,02:13.14,04:30.84,06:49.58,09:11.79,2,
2001,w2-,予選B組,89,5,東海大学,02:13.35,04:30.61,06:51.70,09:13.56,4,
2001,w2-,敗復A組,141,1,鹿屋体育大学,02:10.11,04:16.09,06:25.97,08:36.88,4,->Final A
2001,w2-,敗復A組,141,2,法政大学,02:05.80,04:12.55,06:26.25,08:41.56,3,->Final B
2001,w2-,敗復A組,141,3,東海大学,02:12.22,04:20.97,06:34.00,08:50.63,5,->Final B
2001,w2-,敗復A組,141,4,神戸大学,02:10.48,04:21.40,06:42.78,09:06.51,2,
2001,w2-,敗復B組,142,1,明治大学,02:04.56,04:19.01,06:33.67,08:43.91,3,->Final A
2001,w2-,敗復B組,142,2,共立女子大学,02:06.51,04:22.24,06:41.41,08:56.45,2,->Final B
2001,w2-,敗復B組,142,3,一橋大学,02:10.30,04:29.07,06:49.05,09:04.66,4,->Final B
2001,w2-,敗復B組,142,4,東京医科歯科大学,02:11.74,04:34.36,07:00.05,09:21.86,5,
2001,w2-,順決,178,1,法政大学,02:00.61,04:04.64,06:11.15,08:15.08,3,
2001,w2-,順決,178,2,共立女子大学,01:59.67,04:05.20,06:12.84,08:20.54,2,
2001,w2-,順決,178,3,東海大学,02:03.96,04:11.02,06:18.99,08:24.93,4,
2001,w2-,順決,178,4,一橋大学,02:04.41,04:13.98,06:23.35,08:34.42,5,
2001,w2-,決勝,179,1,北海道大学,01:53.54,03:53.21,05:56.51,07:59.60,3,
2001,w2-,決勝,179,2,早稲田大学,01:58.91,04:03.66,06:10.86,08:16.27,4,
2001,w2-,決勝,179,3,明治大学,02:00.10,04:04.24,06:10.65,08:18.94,5,
2001,w2-,決勝,179,4,鹿屋体育大学,02:05.06,04:10.38,06:17.44,08:26.81,2,
2001,m1x,予選A組,39,1,冨田誠(東京大学),01:55.74,03:52.82,05:54.05,07:53.75,5,->Semi-Final
2001,m1x,予選A組,39,2,須田祐樹(青山学院大学),01:55.92,03:55.02,05:57.99,07:57.95,3,
2001,m1x,予選A組,39,3,本間貴司(茨城大学),02:02.31,04:07.28,06:22.30,08:42.05,1,
2001,m1x,予選A組,39,4,板子翔(江戸川大学),02:03.26,04:12.81,06:27.94,08:47.44,4,
2001,m1x,予選A組,39,5,中島賢作(東京外国語大学),02:11.09,04:27.35,06:52.44,09:13.69,2,
2001,m1x,予選B組,40,1,伊藤大輔(京都大学),01:48.34,03:46.04,05:45.56,07:46.47,5,->Semi-Final
2001,m1x,予選B組,40,2,藤川浩史(松山大学),01:54.37,03:57.34,06:00.47,07:59.90,1,
2001,m1x,予選B組,40,3,立田邦人(東京経済大学),01:54.22,04:00.16,06:05.32,08:10.05,4,
2001,m1x,予選B組,40,4,佐藤友(石巻専修大学),01:57.32,04:04.84,06:13.30,08:20.78,3,
2001,m1x,予選B組,40,5,森岳彦(早稲田大学理工学部),02:01.36,04:09.24,06:17.51,08:25.79,2,
2001,m1x,予選C組,41,1,栗田剛志(名古屋工業大学),01:53.68,03:51.91,05:53.24,07:51.70,5,->Semi-Final
2001,m1x,予選C組,41,2,渡部高史(防衛大学校),01:53.94,03:55.62,06:04.60,08:12.78,2,
2001,m1x,予選C組,41,3,清水大輔(兵庫大学),01:59.77,04:08.48,06:17.18,08:24.80,3,
2001,m1x,予選C組,41,4,真柳修平(慶應義塾大学医学部),01:57.30,04:06.67,06:24.64,08:42.54,1,
2001,m1x,予選C組,41,5,岡本悠(立教大学),02:03.90,04:14.45,06:28.04,08:45.97,4,
2001,m1x,予選D組,42,1,小泉誠史(龍谷大学),01:51.53,03:49.58,05:51.35,07:56.04,2,->Semi-Final
2001,m1x,予選D組,42,2,柴田誠(北海道大学),01:53.56,03:50.02,05:51.14,07:57.67,1,
2001,m1x,予選D組,42,3,高田敦(鳥取大学),02:02.40,04:07.83,06:19.81,08:33.45,5,
2001,m1x,予選D組,42,4,奥田卓也(立命館大学),01:58.72,04:04.27,06:22.06,08:42.01,3,
2001,m1x,予選D組,42,5,森井久史(愛知工科大学),02:02.27,04:12.58,06:32.89,08:46.54,4,
2001,m1x,予選E組,43,1,浜田祐太(中央大学),01:51.14,03:53.12,05:59.97,08:07.36,4,->Semi-Final
2001,m1x,予選E組,43,2,塚田幸行(日本医科大学),01:58.32,04:05.62,06:20.34,08:37.29,1,
2001,m1x,予選E組,43,3,石丸健太(大阪府立大学),02:03.35,04:13.38,06:28.22,08:43.53,2,
2001,m1x,予選E組,43,4,久保剛史(追手門学院大学),02:03.76,04:14.45,06:28.41,08:50.87,3,
2001,m1x,予選E組,43,5,風間亮介(杏林大学),02:07.70,04:22.12,06:41.09,09:07.11,5,
2001,m1x,予選F組,44,1,下鳥健吾(徳島大学),01:51.30,03:55.84,06:08.84,08:15.81,1,->Semi-Final
2001,m1x,予選F組,44,2,村田一政(千葉大学),02:00.28,04:06.84,06:14.34,08:16.45,3,
2001,m1x,予選F組,44,3,坂上毅(東北大学),01:59.51,04:05.09,06:15.78,08:30.08,2,
2001,m1x,予選F組,44,4,本田敬徳(大同工業大学),02:10.12,04:24.34,06:36.67,08:49.08,4,
2001,m1x,予選F組,44,5,森元孝(秋田大学),02:05.70,04:20.34,06:40.00,09:01.16,5,
2001,m1x,予選G組,45,1,中川良(東京医科歯科大学),01:54.95,03:55.96,05:59.47,08:02.84,1,->Semi-Final
2001,m1x,予選G組,45,2,笹野高広(静岡大学),01:55.58,03:56.42,06:03.31,08:21.91,2,
2001,m1x,予選G組,45,3,青島直俊(静岡産業大学),02:05.02,04:14.56,06:22.79,08:29.89,3,
2001,m1x,予選G組,45,4,射手陽平(東京商船大学),01:59.91,04:07.05,06:19.75,08:35.20,5,
2001,m1x,予選G組,45,5,西村晃平(広島大学),02:13.86,04:34.94,06:57.40,09:21.38,4,
2001,m1x,予選H組,46,1,太田真二(東北学院大学),02:02.02,04:10.10,06:15.55,08:20.14,2,->Semi-Final
2001,m1x,予選H組,46,2,松島洋平(一橋大学),02:04.94,04:11.40,06:19.35,08:23.31,3,
2001,m1x,予選H組,46,3,山浦和隆(東京工業大学),02:01.14,04:06.64,06:15.76,08:24.00,4,
2001,m1x,予選H組,46,4,島津太一(東海大学),02:05.37,04:12.71,06:23.16,08:30.86,1,
2001,m1x,予選H組,46,5,有村幸二郎(東京水産大学),02:07.21,04:17.75,06:30.14,08:42.49,5,
2001,m1x,予選I組,47,1,二瓶伸夫(新潟大学),01:54.96,03:58.50,06:02.99,08:09.54,3,->Semi-Final
2001,m1x,予選I組,47,2,越智賢治(熊本学園大学),01:57.37,04:02.41,06:08.60,08:16.49,4,
2001,m1x,予選I組,47,3,宮薗修毅(同志社大学),02:01.29,04:11.18,06:18.47,08:27.94,1,
2001,m1x,予選I組,47,4,石田広紀(成城大学),01:55.45,04:06.13,06:19.91,08:36.67,2,
2001,m1x,予選I組,47,5,今野泰史(岩手大学),02:01.66,04:13.80,06:26.72,08:47.31,5,
2001,m1x,予選J組,48,1,本宮弘(筑波大学),01:54.19,03:54.63,05:59.24,08:02.61,3,->Semi-Final
2001,m1x,予選J組,48,2,杉浦明男(南山大学),02:01.00,04:09.15,06:20.08,08:28.74,2,
2001,m1x,予選J組,48,3,水溜真(福島大学),02:02.40,04:10.90,06:26.86,08:41.65,4,
2001,m1x,予選J組,48,4,村田彰洋(愛知工業大学),02:06.17,04:27.28,06:55.54,09:20.86,1,
2001,m1x,予選J組,48,5,北村和雄(広島工業大学),02:34.07,05:14.10,07:54.38,10:37.58,5,
2001,m1x,敗復A組,97,1,山浦和隆(東京工業大学),02:06.84,04:20.27,06:35.72,08:46.60,4,->Semi-Final
2001,m1x,敗復A組,97,2,松島洋平(一橋大学),02:09.14,04:23.32,06:42.81,08:55.07,3,
2001,m1x,敗復A組,97,3,森井久史(愛知工科大学),02:07.58,04:22.40,06:44.57,09:04.28,2,
2001,m1x,敗復A組,97,4,今野泰史(岩手大学),02:08.74,04:25.62,06:49.87,09:12.14,5,
2001,m1x,敗復B組,98,1,笹野高広(静岡大学),01:59.24,04:06.36,06:19.91,08:30.69,3,->Semi-Final
2001,m1x,敗復B組,98,2,清水大輔(兵庫大学),02:06.43,04:18.33,06:34.50,08:49.25,4,
2001,m1x,敗復B組,98,3,岡本悠(立教大学),02:09.30,04:23.92,06:43.52,09:01.69,2,
2001,m1x,敗復B組,98,4,板子翔(江戸川大学),02:08.81,04:28.54,06:52.03,09:14.42,5,
2001,m1x,敗復C組,99,1,佐藤友(石巻専修大学),02:10.18,04:25.01,06:38.36,08:52.86,3,->Semi-Final
2001,m1x,敗復C組,99,2,森岳彦(早稲田大学理工学部),02:10.59,04:25.25,06:40.33,08:59.35,4,
2001,m1x,敗復C組,99,3,石丸健太(大阪府立大学),02:05.44,04:21.61,06:41.41,09:10.47,2,
2001,m1x,敗復C組,99,4,本田敬徳(大同工業大学),02:21.12,04:42.14,06:58.38,09:19.14,5,
2001,m1x,敗復D組,100,1,越智賢治(熊本学園大学),02:03.72,04:18.44,06:37.05,08:57.32,3,->Semi-Final
2001,m1x,敗復D組,100,2,宮薗修毅(同志社大学),02:08.96,04:30.11,06:50.27,09:10.94,4,
2001,m1x,敗復D組,100,3,真柳修平(慶應義塾大学医学部),02:09.14,04:34.15,06:57.56,09:25.10,2,
2001,m1x,敗復D組,100,4,久保剛史(追手門学院大学),02:13.28,04:39.75,07:05.13,09:35.88,5,
2001,m1x,敗復E組,101,1,村田一政(千葉大学),02:07.16,04:22.09,06:40.84,09:01.42,3,->Semi-Final
2001,m1x,敗復E組,101,2,杉浦明男(南山大学),02:11.26,04:28.05,06:58.28,09:26.88,4,
2001,m1x,敗復E組,101,3,有村幸二郎(東京水産大学),02:15.81,04:40.01,07:09.72,09:34.24,2,
2001,m1x,敗復E組,101,4,森元孝(秋田大学),02:13.91,04:40.40,07:10.86,09:40.97,5,
2001,m1x,敗復F組,102,1,渡部高史(防衛大学校),02:07.89,04:21.95,06:41.52,09:01.08,3,->Semi-Final
2001,m1x,敗復F組,102,2,青島直俊(静岡産業大学),02:16.66,04:34.75,07:00.70,09:17.84,4,
2001,m1x,敗復F組,102,3,本間貴司(茨城大学),02:15.42,04:37.10,07:08.26,09:36.25,2,
2001,m1x,敗復F組,102,4,風間亮介(杏林大学),02:18.67,04:45.11,07:24.33,10:01.01,5,
2001,m1x,敗復G組,103,1,奥田卓也(立命館大学),02:09.03,04:24.17,06:42.34,08:54.90,2,->Semi-Final
2001,m1x,敗復G組,103,2,立田邦人(東京経済大学),02:13.05,04:31.52,06:49.75,08:58.14,3,
2001,m1x,敗復G組,103,3,坂上毅(東北大学),02:27.00,04:47.68,07:12.16,09:28.57,4,
2001,m1x,敗復G組,103,4,中島賢作(東京外国語大学),02:26.37,04:58.83,07:29.76,10:01.08,5,
2001,m1x,敗復H組,104,1,藤川浩史(松山大学),02:08.49,04:21.76,06:36.58,08:51.04,3,->Semi-Final
2001,m1x,敗復H組,104,2,島津太一(東海大学),02:17.46,04:39.04,07:00.28,09:19.78,4,
2001,m1x,敗復H組,104,3,水溜真(福島大学),02:12.81,04:32.47,06:56.40,09:24.38,2,
2001,m1x,敗復H組,104,4,村田彰洋(愛知工業大学),02:21.80,04:59.10,07:46.70,10:34.94,5,
2001,m1x,敗復I組,105,1,須田祐樹(青山学院大学),02:06.82,04:22.06,06:34.28,08:40.91,3,->Semi-Final
2001,m1x,敗復I組,105,2,高田敦(鳥取大学),02:12.46,04:32.74,06:51.21,09:04.87,4,
2001,m1x,敗復I組,105,3,塚田幸行(日本医科大学),02:10.22,04:30.17,06:52.39,09:10.85,2,
2001,m1x,敗復I組,105,4,西村晃平(広島大学),02:28.42,05:02.24,07:32.74,10:01.69,5,
2001,m1x,敗復J組,106,1,柴田誠(北海道大学),02:01.83,04:09.04,06:20.61,08:26.15,3,->Semi-Final
2001,m1x,敗復J組,106,2,射手陽平(東京商船大学),02:10.70,04:23.74,06:42.57,08:55.28,4,
2001,m1x,敗復J組,106,3,石田広紀(成城大学),02:01.70,04:18.04,06:39.40,08:57.74,2,
2001,m1x,敗復J組,106,4,北村和雄(広島工業大学),02:53.99,05:48.67,09:04.26,12:10.40,5,
2001,m1x,準決A組,149,1,小泉誠史(龍谷大学),01:57.22,03:58.50,06:01.49,08:08.76,3,->Final A
2001,m1x,準決A組,149,2,柴田誠(北海道大学),01:58.40,04:00.85,06:06.16,08:12.68,2,->Final B
2001,m1x,準決A組,149,3,本宮弘(筑波大学),02:00.48,04:05.46,06:13.94,08:18.51,4,
2001,m1x,準決A組,149,4,渡部高史(防衛大学校),01:58.85,04:04.74,06:15.37,08:21.76,1,
2001,m1x,準決A組,149,5,越智賢治(熊本学園大学),02:03.70,04:10.19,06:21.22,08:34.75,5,
2001,m1x,準決B組,150,1,冨田誠(東京大学),01:58.98,04:04.94,06:13.18,08:13.66,3,->Final A
2001,m1x,準決B組,150,2,中川良(東京医科歯科大学),01:59.22,04:05.30,06:13.86,08:16.06,4,->Final B
2001,m1x,準決B組,150,3,笹野高広(静岡大学),01:56.91,04:02.08,06:11.16,08:19.01,2,
2001,m1x,準決B組,150,4,奥田卓也(立命館大学),02:04.61,04:13.20,06:25.75,08:38.74,5,
2001,m1x,準決B組,150,5,村田一政(千葉大学),02:01.86,04:14.05,06:30.49,08:45.44,1,
2001,m1x,準決C組,151,1,栗田剛志(名古屋工業大学),01:56.19,04:03.84,06:08.48,08:11.23,3,->Final A
2001,m1x,準決C組,151,2,浜田祐太(中央大学),01:55.96,04:03.57,06:09.07,08:14.15,4,->Final B
2001,m1x,準決C組,151,3,須田祐樹(青山学院大学),02:03.78,04:14.64,06:21.54,08:25.35,5,
2001,m1x,準決C組,151,4,佐藤友(石巻専修大学),02:05.06,04:19.30,06:32.11,08:45.96,1,
2001,m1x,準決C組,151,5,太田真二(東北学院大学),02:04.52,04:21.84,06:36.24,08:52.60,2,
2001,m1x,準決D組,152,1,伊藤大輔(京都大学),01:56.06,03:58.14,06:07.28,08:14.44,3,->Final A
2001,m1x,準決D組,152,2,藤川浩史(松山大学),02:00.06,04:07.88,06:18.94,08:19.67,1,->Final B
2001,m1x,準決D組,152,3,下鳥健吾(徳島大学),02:01.06,04:08.20,06:19.46,08:24.49,2,
2001,m1x,準決D組,152,4,二瓶伸夫(新潟大学),01:59.77,04:05.54,06:18.16,08:29.94,4,
2001,m1x,準決D組,152,5,山浦和隆(東京工業大学),02:05.26,04:13.54,06:26.84,08:36.91,5,
2001,m1x,順決,184,1,柴田誠(北海道大学),01:53.83,03:51.93,05:49.94,07:51.14,3,
2001,m1x,順決,184,2,浜田祐太(中央大学),01:53.44,03:53.28,05:51.81,07:56.20,4,
2001,m1x,順決,184,3,藤川浩史(松山大学),02:00.11,04:01.61,06:03.54,08:02.11,5,
2001,m1x,順決,184,4,中川良(東京医科歯科大学),01:58.79,03:59.31,06:00.89,08:03.52,2,
2001,m1x,決勝,185,1,小泉誠史(龍谷大学),01:51.31,03:49.36,05:47.54,07:49.56,3,
2001,m1x,決勝,185,2,栗田剛志(名古屋工業大学),01:50.27,03:49.98,05:49.17,07:50.41,4,
2001,m1x,決勝,185,3,伊藤大輔(京都大学),01:51.49,03:50.80,05:50.11,07:52.87,5,
2001,m1x,決勝,185,4,冨田誠(東京大学),01:55.57,04:00.86,06:06.58,08:24.50,2,
2001,w1x,予選A組,33,1,土田康代(滋賀大学経済学部),02:05.41,04:19.09,06:30.41,08:40.60,3,->Semi-Final
2001,w1x,予選A組,33,2,田中美帆(慶應義塾大学),02:16.80,04:43.37,07:05.15,09:29.62,2,
2001,w1x,予選A組,33,3,釜谷理子(東北学院大学),02:38.22,04:58.91,07:16.60,09:33.03,1,
2001,w1x,予選A組,33,4,荒垣仁美(共立女子大学),02:15.13,04:39.98,07:06.34,09:35.38,5,
2001,w1x,予選A組,33,5,尾崎由佳(徳島大学),02:22.48,04:54.85,07:22.17,09:50.90,4,
2001,w1x,予選B組,34,1,木村理恵子(同志社大学),02:11.54,04:10.27,06:23.15,08:38.34,2,->Semi-Final
2001,w1x,予選B組,34,2,高木祐子(筑波大学),02:05.82,04:31.40,06:44.05,09:07.72,3,
2001,w1x,予選B組,34,3,川田アユミ(立教大学),02:13.79,04:21.17,06:54.06,09:16.08,1,
2001,w1x,予選B組,34,4,愛徳朋子(千葉大学園芸学部),02:20.00,04:42.64,07:11.90,09:47.04,4,
2001,w1x,予選B組,34,5,福井佑佳(追手門学院大学),02:24.94,04:58.50,07:31.49,10:07.04,5,
2001,w1x,予選C組,35,1,赤木恵(岡山大学),02:09.90,04:27.14,06:46.81,09:09.05,3,->Semi-Final
2001,w1x,予選C組,35,2,栗林加奈(龍谷大学),02:10.61,04:30.44,06:54.11,09:21.84,4,
2001,w1x,予選C組,35,3,大村有佳(東京水産大学),02:13.34,04:34.72,06:59.64,09:25.34,1,
2001,w1x,予選C組,35,4,衣斐淑子(東京医科歯科大学),02:15.43,04:37.94,07:02.80,09:26.48,2,
2001,w1x,予選C組,35,5,山田景子(日本女子体育大学),02:17.09,04:44.79,07:18.32,09:45.94,5,
2001,w1x,予選D組,36,1,三上理恵(立命館大学),02:05.31,04:17.99,06:37.80,09:02.04,5,->Semi-Final
2001,w1x,予選D組,36,2,瀬川美樹(北海道大学),02:09.81,04:25.67,06:44.94,09:04.12,2,
