,year,tournament_name,race_number,boat_type,section_code,lane,team,500m,1000m,1500m,2000m,order,qualify
192,2015,全日本大学選手権大会,105,m2x,敗復C組,3,京都大学,01:45.29,03:37.88,05:29.78,07:21.17,1,3
193,2015,全日本大学選手権大会,105,m2x,敗復C組,4,茨城大学,01:44.91,03:38.08,05:31.92,07:29.73,2,4
194,2015,全日本大学選手権大会,105,m2x,敗復C組,2,南山大学,01:51.52,03:52.06,05:51.16,07:51.79,3,2
195,2015,全日本大学選手権大会,105,m2x,敗復C組,5,滋賀大学教育学部,01:50.99,03:50.12,05:55.40,07:57.01,4,5
196,2015,全日本大学選手権大会,105,m2x,敗復C組,1,,,,,,,1
197,2015,全日本大学選手権大会,105,m2x,敗復C組,6,,,,,,,6
198,2015,全日本大学選手権大会,106,m2x,敗復D組,3,東京外国語大学,01:43.84,03:35.06,05:30.98,07:23.74,1,3
199,2015,全日本大学選手権大会,106,m2x,敗復D組,4,慶應義塾大学医学部,01:50.90,03:48.48,05:48.50,07:46.27,2,4
200,2015,全日本大学選手権大会,106,m2x,敗復D組,2,岡山大学,01:56.00,03:54.07,05:52.78,07:49.41,3,2
201,2015,全日本大学選手権大会,106,m2x,敗復D組,5,首都大学東京,01:55.45,03:54.98,05:56.88,07:57.51,4,5
202,2015,全日本大学選手権大会,106,m2x,敗復D組,1,,,,,,,1
203,2015,全日本大学選手権大会,106,m2x,敗復D組,6,,,,,,,6
204,2015,全日本大学選手権大会,107,m2x,敗復E組,3,大阪府立大学,01:50.74,03:42.74,05:31.74,07:19.08,1,3
205,2015,全日本大学選手権大会,107,m2x,敗復E組,4,立教大学,01:47.64,03:40.07,05:34.16,07:31.59,2,4
206,2015,全日本大学選手権大会,107,m2x,敗復E組,2,東京医科歯科大学,01:45.38,03:41.78,05:43.19,07:41.15,3,2
207,2015,全日本大学選手権大会,107,m2x,敗復E組,5,筑波大学,02:12.71,04:18.58,06:30.65,08:39.96,4,5
208,2015,全日本大学選手権大会,107,m2x,敗復E組,1,,,,,,,1
209,2015,全日本大学選手権大会,107,m2x,敗復E組,6,,,,,,,6
210,2015,全日本大学選手権大会,108,m2x,敗復F組,3,法政大学,01:45.39,03:36.64,05:27.88,07:19.02,1,3
211,2015,全日本大学選手権大会,108,m2x,敗復F組,4,東海大学,01:46.64,03:39.68,05:36.76,07:33.14,2,4
212,2015,全日本大学選手権大会,108,m2x,敗復F組,2,一橋大学,01:43.71,03:36.83,05:41.47,07:37.12,3,2
213,2015,全日本大学選手権大会,108,m2x,敗復F組,5,山口大学,01:58.84,04:04.02,06:09.17,08:08.28,4,5
214,2015,全日本大学選手権大会,108,m2x,敗復F組,1,,,,,,,1
215,2015,全日本大学選手権大会,108,m2x,敗復F組,6,,,,,,,6
216,2015,全日本大学選手権大会,109,m2x,敗復G組,3,明治大学,01:39.08,03:24.53,05:15.31,07:02.79,1,3
217,2015,全日本大学選手権大会,109,m2x,敗復G組,4,東京工業大学,01:51.32,03:44.44,05:39.19,07:33.91,2,4
218,2015,全日本大学選手権大会,109,m2x,敗復G組,2,松山大学,01:45.15,03:41.01,05:37.51,07:39.14,3,2
219,2015,全日本大学選手権大会,109,m2x,敗復G組,5,名古屋工業大学,01:58.60,04:00.16,06:01.29,08:02.16,4,5
220,2015,全日本大学選手権大会,109,m2x,敗復G組,1,西南学院大学,01:57.16,04:00.51,06:08.94,08:15.96,5,1
221,2015,全日本大学選手権大会,109,m2x,敗復G組,6,,,,,,,6
222,2015,全日本大学選手権大会,110,m2x,敗復H組,3,立命館大学,01:39.30,03:24.80,05:11.77,06:58.75,1,3
223,2015,全日本大学選手権大会,110,m2x,敗復H組,4,東京海洋大学,01:45.55,03:37.04,05:29.42,07:21.76,2,4
224,2015,全日本大学選手権大会,110,m2x,敗復H組,2,関西学院大学,01:40.35,03:32.06,05:29.68,07:26.27,3,2
225,2015,全日本大学選手権大会,110,m2x,敗復H組,5,愛知教育大学,01:51.06,03:51.89,05:51.38,07:51.34,4,5
226,2015,全日本大学選手権大会,110,m2x,敗復H組,1,追手門学院大学,01:50.48,03:49.64,05:50.81,07:55.13,5,1
227,2015,全日本大学選手権大会,110,m2x,敗復H組,6,,,,,,,6
228,2015,全日本大学選手権大会,161,m2x,準決A組,3,日本大学,01:36.20,03:19.54,05:05.56,06:53.88,1,3
229,2015,全日本大学選手権大会,161,m2x,準決A組,2,大阪府立大学,01:46.37,03:32.62,05:18.67,06:59.21,2,2
230,2015,全日本大学選手権大会,161,m2x,準決A組,5,京都大学,01:41.23,03:27.97,05:15.75,06:59.73,3,5
231,2015,全日本大学選手権大会,161,m2x,準決A組,4,岐阜大学,01:39.98,03:25.92,05:14.96,07:08.53,4,4
232,2015,全日本大学選手権大会,161,m2x,準決A組,1,,,,,,,1
233,2015,全日本大学選手権大会,161,m2x,準決A組,6,,,,,,,6
234,2015,全日本大学選手権大会,162,m2x,準決B組,3,千葉大学,01:39.28,03:23.65,05:09.29,06:52.06,1,3
