year,race_number,boat_type,section_code,lane,team,Q1,Q2,Q3,Q4,order,qualify,Q1[s],Q2[s],Q3[s],Q4[s]
,89,m4+,SemiFinal1組,,,,,,,6,,,,,
,90,m4+,SemiFinal2組,,,,,,,1,,,,,
,90,m4+,SemiFinal2組,,,,,,,2,,,,,
,90,m4+,SemiFinal2組,,,,,,,3,,,,,
,90,m4+,SemiFinal2組,,,,,,,4,,,,,
,90,m4+,SemiFinal2組,,,,,,,5,,,,,
,90,m4+,SemiFinal2組,,,,,,,6,,,,,
,117,m4+,Final B,,,,,,,1,,,,,
,117,m4+,Final B,,,,,,,2,,,,,
,117,m4+,Final B,,,,,,,3,,,,,
,117,m4+,Final B,,,,,,,4,,,,,
,117,m4+,Final B,,,,,,,5,,,,,
,117,m4+,Final B,,,,,,,6,,,,,
,120,m4+,Final A,,,,,,,1,,,,,
,120,m4+,Final A,,,,,,,2,,,,,
,120,m4+,Final A,,,,,,,3,,,,,
,120,m4+,Final A,,,,,,,4,,,,,
,120,m4+,Final A,,,,,,,5,,,,,
,120,m4+,Final A,,,,,,,6,,,,,
,21,w4+,Preliminary,1,立命館大学,01:50.31,03:43.24,05:37.11,07:28.89,4,→Final A,110.3,223.2,337.1,448.9
,21,w4+,Preliminary,2,仙台大学,01:53.82,03:46.41,05:40.57,07:31.35,1,→Final A,113.8,226.4,340.6,451.4
,21,w4+,Preliminary,3,立教大学,01:51.88,03:45.24,05:39.67,07:34.37,6,→Final A,111.9,225.2,339.7,454.4
,21,w4+,Preliminary,4,慶應義塾大学,01:50.06,03:43.68,05:40.12,07:34.89,5,→Final A,110.1,223.7,340.1,454.9
,21,w4+,Preliminary,5,明治大学,01:54.42,03:49.15,05:43.54,07:36.06,2,→Final A,114.4,229.2,343.5,456.1
,21,w4+,Preliminary,6,日本体育大学,01:56.42,03:55.37,05:57.17,07:57.66,3,→Final A,116.4,235.4,357.2,477.7
,115,w4+,Final A,,明治大学,,,,,1,,,,,
,115,w4+,Final A,,立教大学,,,,,2,,,,,
,115,w4+,Final A,,立命館大学,,,,,3,,,,,
,115,w4+,Final A,,仙台大学,,,,,4,,,,,
,115,w4+,Final A,,慶應義塾大学,,,,,5,,,,,
,115,w4+,Final A,,日本体育大学,,,,,6,,,,,
,39,m8+,Heat1組,1,トヨタ紡織,01:28.40,02:57.12,04:26.72,05:55.45,2,→Semi-Final,88.4,177.1,266.7,355.4
,39,m8+,Heat1組,2,日本大学,01:29.79,03:00.57,04:30.99,06:00.54,4,→Semi-Final,89.8,180.6,271.0,360.5
,39,m8+,Heat1組,3,中央大学,01:30.59,03:02.51,04:34.66,06:05.16,1,→Semi-Final,90.6,182.5,274.7,365.2
,39,m8+,Heat1組,4,仙台大学,01:31.05,03:03.65,04:37.40,06:10.34,5,,91.0,183.7,277.4,370.3
,39,m8+,Heat1組,5,東北大学,01:31.79,03:06.45,05:33.07,07:07.13,3,,91.8,186.4,333.1,427.1
,39,m8+,Heat1組,,,,,,,6,,,,,
,40,m8+,Heat2組,1,東レ滋賀,01:28.56,02:58.12,04:27.70,05:57.15,5,→Semi-Final,88.6,178.1,267.7,357.1
,40,m8+,Heat2組,2,同志社大学,01:32.83,03:06.93,04:42.59,06:15.66,2,→Semi-Final,92.8,186.9,282.6,375.7
,40,m8+,Heat2組,3,大阪大学,01:33.92,03:08.31,04:43.20,06:15.90,4,→Semi-Final,93.9,188.3,283.2,375.9
,40,m8+,Heat2組,4,一橋大学,01:34.19,03:07.62,04:42.34,06:15.92,1,,94.2,187.6,282.3,375.9
,40,m8+,Heat2組,5,東京科学大学理工学系,01:33.55,03:08.64,04:43.66,06:17.86,3,,93.5,188.6,283.7,377.9
,40,m8+,Heat2組,,,,,,,6,,,,,
,41,m8+,Heat3組,1,NTT東日本,01:27.54,02:54.91,04:22.89,05:49.13,3,→Semi-Final,87.5,174.9,262.9,349.1
,41,m8+,Heat3組,2,明治安田,01:28.61,02:56.90,04:26.40,05:55.05,4,→Semi-Final,88.6,176.9,266.4,355.1
,41,m8+,Heat3組,3,早稲田大学,01:28.34,02:58.50,04:30.43,06:01.92,2,→Semi-Final,88.3,178.5,270.4,361.9
,41,m8+,Heat3組,4,慶應義塾大学,01:37.14,03:15.38,04:55.05,06:33.60,1,,97.1,195.4,295.1,393.6
,41,m8+,Heat3組,,,,,,,5,,,,,
,41,m8+,Heat3組,,,,,,,6,,,,,
,65,m8+,Repechage,,,,,,,1,,,,,
,65,m8+,Repechage,,,,,,,2,,,,,
,65,m8+,Repechage,,,,,,,3,,,,,
,65,m8+,Repechage,,,,,,,4,,,,,
,65,m8+,Repechage,,,,,,,5,,,,,
,65,m8+,Repechage,,,,,,,6,,,,,
,82,m8+,Final C,,,,,,,1,,,,,
,82,m8+,Final C,,,,,,,2,,,,,
,82,m8+,Final C,,,,,,,3,,,,,
,82,m8+,Final C,,,,,,,4,,,,,
,82,m8+,Final C,,,,,,,5,,,,,
,82,m8+,Final C,,,,,,,6,,,,,
,91,m8+,SemiFinal1組,,,,,,,1,,,,,
,91,m8+,SemiFinal1組,,,,,,,2,,,,,
,91,m8+,SemiFinal1組,,,,,,,3,,,,,
,91,m8+,SemiFinal1組,,,,,,,4,,,,,
,91,m8+,SemiFinal1組,,,,,,,5,,,,,
,91,m8+,SemiFinal1組,,,,,,,6,,,,,
,92,m8+,SemiFinal2組,,,,,,,1,,,,,
,92,m8+,SemiFinal2組,,,,,,,2,,,,,
,92,m8+,SemiFinal2組,,,,,,,3,,,,,
,92,m8+,SemiFinal2組,,,,,,,4,,,,,
,92,m8+,SemiFinal2組,,,,,,,5,,,,,
,92,m8+,SemiFinal2組,,,,,,,6,,,,,
,118,m8+,Final B,,,,,,,1,,,,,
,118,m8+,Final B,,,,,,,2,,,,,
,118,m8+,Final B,,,,,,,3,,,,,
,118,m8+,Final B,,,,,,,4,,,,,
,118,m8+,Final B,,,,,,,5,,,,,
,118,m8+,Final B,,,,,,,6,,,,,
,121,m8+,Final A,,,,,,,1,,,,,
,121,m8+,Final A,,,,,,,2,,,,,
,121,m8+,Final A,,,,,,,3,,,,,
,121,m8+,Final A,,,,,,,4,,,,,
,121,m8+,Final A,,,,,,,5,,,,,
,121,m8+,Final A,,,,,,,6,,,,,
,42,w8+,Preliminary,1,デンソーオルカリス,01:38.33,03:17.98,04:58.82,06:41.87,6,→Final A,98.3,198.0,298.8,401.9
,42,w8+,Preliminary,2,仙台大学,01:43.16,03:25.10,05:06.85,06:47.21,5,→Final A,103.2,205.1,306.9,407.2
,42,w8+,Preliminary,3,明治大学,01:43.34,03:25.89,05:07.91,06:49.19,4,→Final A,103.3,205.9,307.9,409.2
,42,w8+,Preliminary,4,関西みらい銀行,01:41.80,03:23.31,05:06.39,06:49.67,1,→Final A,101.8,203.3,306.4,409.7
,42,w8+,Preliminary,5,同志社大学,01:40.94,03:22.91,05:09.58,06:57.76,2,→Final A,100.9,202.9,309.6,417.8
,42,w8+,Preliminary,6,立教大学,01:44.86,03:30.70,05:16.18,07:02.20,3,→Final A,104.9,210.7,316.2,422.2
,98,w8+,Final A,,,,,,,1,,,,,
,98,w8+,Final A,,,,,,,2,,,,,
,98,w8+,Final A,,,,,,,3,,,,,
,98,w8+,Final A,,,,,,,4,,,,,
,98,w8+,Final A,,,,,,,5,,,,,
,98,w8+,Final A,,,,,,,6,,,,,
,24,lm2x,Heat1組,1,立命館大学,01:41.53,03:24.44,05:07.40,06:49.82,3,→Final A,101.5,204.4,307.4,409.8
,24,lm2x,Heat1組,2,日本大学,01:44.32,03:27.42,05:09.60,06:52.42,1,,104.3,207.4,309.6,412.4
,24,lm2x,Heat1組,3,明治大学,01:41.09,03:28.65,05:15.94,07:06.67,4,,101.1,208.7,315.9,426.7
,24,lm2x,Heat1組,,トヨタRC,,,,,2,DNS（棄権）,,,,
,24,lm2x,Heat1組,,,,,,,5,,,,,
,24,lm2x,Heat1組,,,,,,,6,,,,,
,25,lm2x,Heat2組,1,東海大学,01:38.79,03:22.65,05:05.98,06:50.36,2,→Final A,98.8,202.7,306.0,410.4
,25,lm2x,Heat2組,2,東京外国語大学,01:44.07,03:30.44,05:13.80,07:01.61,1,,104.1,210.4,313.8,421.6
,25,lm2x,Heat2組,3,東京経済大学,01:44.66,03:33.49,05:16.95,07:54.05,3,,104.7,213.5,316.9,474.1
,25,lm2x,Heat2組,,,,,,,4,,,,,
,25,lm2x,Heat2組,,,,,,,5,,,,,
,25,lm2x,Heat2組,,,,,,,6,,,,,
,55,lm2x,Repechage,,東京経済大学,,,,,1,,,,,
,55,lm2x,Repechage,,日本大学,,,,,2,,,,,
,55,lm2x,Repechage,,東京外国語大学,,,,,3,,,,,
,55,lm2x,Repechage,,明治大学,,,,,4,,,,,
,55,lm2x,Repechage,,,,,,,5,,,,,
,55,lm2x,Repechage,,,,,,,6,,,,,
,105,lm2x,Final A,,,,,,,1,,,,,
,105,lm2x,Final A,,,,,,,2,,,,,
,105,lm2x,Final A,,,,,,,3,,,,,
,105,lm2x,Final A,,,,,,,4,,,,,
,105,lm2x,Final A,,,,,,,5,,,,,
,105,lm2x,Final A,,,,,,,6,,,,,
,14,lw2x,Heat1組,1,立命館大学,01:52.12,03:45.71,05:41.02,07:36.51,2,→Final A,112.1,225.7,341.0,456.5
,14,lw2x,Heat1組,2,明治大学,01:53.17,03:48.79,05:46.17,07:43.43,3,→Final A,113.2,228.8,346.2,463.4
,14,lw2x,Heat1組,3,法政大学,01:57.44,03:55.00,05:56.11,07:56.20,4,,117.4,235.0,356.1,476.2
,14,lw2x,Heat1組,4,メンテックRC,01:57.01,04:00.17,06:02.13,08:02.21,1,,117.0,240.2,362.1,482.2
,14,lw2x,Heat1組,5,日本体育大学,02:00.77,04:04.08,06:08.32,08:10.51,5,,120.8,244.1,368.3,490.5
,14,lw2x,Heat1組,,,,,,,6,,,,,
,15,lw2x,Heat2組,1,富山国際大学,01:51.67,03:48.32,05:44.35,07:39.59,3,→Final A,111.7,228.3,344.4,459.6
,15,lw2x,Heat2組,2,中央大学,01:52.90,03:48.98,05:46.36,07:44.48,1,→Final A,112.9,229.0,346.4,464.5
,15,lw2x,Heat2組,3,早稲田大学,01:53.41,03:49.59,05:48.50,07:49.35,2,,113.4,229.6,348.5,469.4
,15,lw2x,Heat2組,4,東京経済大学,01:58.86,04:02.79,06:07.66,08:12.42,4,,118.9,242.8,367.7,492.4
,15,lw2x,Heat2組,,,,,,,5,,,,,
,15,lw2x,Heat2組,,,,,,,6,,,,,
,52,lw2x,Repechage,,,,,,,1,,,,,
,52,lw2x,Repechage,,,,,,,2,,,,,
,52,lw2x,Repechage,,,,,,,3,,,,,
,52,lw2x,Repechage,,,,,,,4,,,,,
,52,lw2x,Repechage,,,,,,,5,,,,,
,52,lw2x,Repechage,,,,,,,6,,,,,
,101,lw2x,Final B,,,,,,,1,,,,,
,101,lw2x,Final B,,,,,,,2,,,,,
,101,lw2x,Final B,,,,,,,3,,,,,
,101,lw2x,Final B,,,,,,,4,,,,,
,101,lw2x,Final B,,,,,,,5,,,,,
,101,lw2x,Final B,,,,,,,6,,,,,
,102,lw2x,Final A,,,,,,,1,,,,,
,102,lw2x,Final A,,,,,,,2,,,,,
,102,lw2x,Final A,,,,,,,3,,,,,
,102,lw2x,Final A,,,,,,,4,,,,,
,102,lw2x,Final A,,,,,,,5,,,,,
,102,lw2x,Final A,,,,,,,6,,,,,
,28,lm2-,Heat1組,1,東京大学,01:47.02,03:35.66,05:24.22,07:07.61,3,→Final A,107.0,215.7,324.2,427.6
,28,lm2-,Heat1組,2,慶應義塾大学,01:44.95,03:35.02,05:23.71,07:08.32,2,,105.0,215.0,323.7,428.3
,28,lm2-,Heat1組,3,大阪公立大学,01:45.41,03:34.81,05:24.84,07:14.60,4,,105.4,214.8,324.8,434.6
,28,lm2-,Heat1組,4,愛知東郷ボートクラブ,01:52.55,03:46.41,05:39.86,07:30.09,6,,112.5,226.4,339.9,450.1
,28,lm2-,Heat1組,5,瀬田漕艇クラブ,01:48.39,03:40.61,05:35.98,07:32.65,1,,108.4,220.6,336.0,452.6
,28,lm2-,Heat1組,6,青山学院大学,01:59.69,03:57.42,05:53.45,07:49.80,5,,119.7,237.4,353.4,469.8
,29,lm2-,Heat2組,1,東京経済大学,01:42.98,03:28.45,05:14.81,07:05.05,3,→Final A,103.0,208.4,314.8,425.1
,29,lm2-,Heat2組,2,日本大学,01:44.68,03:31.60,05:19.40,07:08.69,4,,104.7,211.6,319.4,428.7
,29,lm2-,Heat2組,3,東レ滋賀,01:45.32,03:32.59,05:21.15,07:13.74,5,,105.3,212.6,321.1,433.7
,29,lm2-,Heat2組,4,富山国際大学,01:47.88,03:40.41,05:33.07,07:24.98,2,,107.9,220.4,333.1,445.0
,29,lm2-,Heat2組,5,一橋大学,01:55.22,03:54.01,05:53.40,07:55.64,1,,115.2,234.0,353.4,475.6
,29,lm2-,Heat2組,,,,,,,6,,,,,
,57,lm2-,Repechage1組,,青山学院大学,,,,,1,,,,,
,57,lm2-,Repechage1組,,愛知東郷ボートクラブ,,,,,2,,,,,
,57,lm2-,Repechage1組,,慶應義塾大学,,,,,3,,,,,
,57,lm2-,Repechage1組,,東レ滋賀,,,,,4,,,,,
,57,lm2-,Repechage1組,,一橋大学,,,,,5,,,,,
,57,lm2-,Repechage1組,,,,,,,6,,,,,
,58,lm2-,Repechage2組,,富山国際大学,,,,,1,,,,,
,58,lm2-,Repechage2組,,日本大学,,,,,2,,,,,
,58,lm2-,Repechage2組,,大阪公立大学,,,,,3,,,,,
,58,lm2-,Repechage2組,,瀬田漕艇クラブ,,,,,4,,,,,
,58,lm2-,Repechage2組,,,,,,,5,,,,,
,58,lm2-,Repechage2組,,,,,,,6,,,,,
,96,lm2-,Final B,,,,,,,1,,,,,
,96,lm2-,Final B,,,,,,,2,,,,,
,96,lm2-,Final B,,,,,,,3,,,,,
,96,lm2-,Final B,,,,,,,4,,,,,
,96,lm2-,Final B,,,,,,,5,,,,,
,96,lm2-,Final B,,,,,,,6,,,,,
,97,lm2-,Final A,,,,,,,1,,,,,
,97,lm2-,Final A,,,,,,,2,,,,,
,97,lm2-,Final A,,,,,,,3,,,,,
,97,lm2-,Final A,,,,,,,4,,,,,
,97,lm2-,Final A,,,,,,,5,,,,,
,97,lm2-,Final A,,,,,,,6,,,,,
,17,lw2-,Preliminary,1,明治大学,01:59.96,04:02.46,06:04.38,08:03.30,3,→Final A,120.0,242.5,364.4,483.3
,17,lw2-,Preliminary,2,法政大学,01:58.42,04:02.87,06:06.74,08:06.86,2,→Final A,118.4,242.9,366.7,486.9
,17,lw2-,Preliminary,3,日本体育大学,02:00.82,04:04.07,06:10.46,08:16.28,5,→Final A,120.8,244.1,370.5,496.3
,17,lw2-,Preliminary,4,大阪公立大学,02:03.67,04:10.07,06:17.35,08:19.63,4,→Final A,123.7,250.1,377.4,499.6
,17,lw2-,Preliminary,5,龍谷大学,02:07.74,04:16.77,06:27.15,08:31.91,1,→Final A,127.7,256.8,387.1,511.9
,17,lw2-,Preliminary,,,,,,,6,,,,,
,76,lw2-,Final A,,龍谷大学,,,,,1,,,,,
,76,lw2-,Final A,,日本体育大学,,,,,2,,,,,
,76,lw2-,Final A,,明治大学,,,,,3,,,,,
,76,lw2-,Final A,,法政大学,,,,,4,,,,,
,76,lw2-,Final A,,大阪公立大学,,,,,5,,,,,
,76,lw2-,Final A,,,,,,,6,,,,,
,78,pr1m1x,Preliminary,,森 卓也(養和会),,,,,1,,,,,
,78,pr1m1x,Preliminary,,百武 強士(唐津ボートクラブ),,,,,2,,,,,
,78,pr1m1x,Preliminary,,,,,,,3,,,,,
,78,pr1m1x,Preliminary,,,,,,,4,,,,,
,78,pr1m1x,Preliminary,,,,,,,5,,,,,
,78,pr1m1x,Preliminary,,,,,,,6,,,,,
,111,pr1m1x,Final A,,,,,,,1,,,,,
,111,pr1m1x,Final A,,,,,,,2,,,,,
,111,pr1m1x,Final A,,,,,,,3,,,,,
,111,pr1m1x,Final A,,,,,,,4,,,,,
,111,pr1m1x,Final A,,,,,,,5,,,,,
,111,pr1m1x,Final A,,,,,,,6,,,,,
,112,pr1w1x,TT,,市川 友美(湖猿-KOZARU-),,,,,1,,,,,
,112,pr1w1x,TT,,,,,,,2,,,,,
,112,pr1w1x,TT,,,,,,,3,,,,,
,112,pr1w1x,TT,,,,,,,4,,,,,
,112,pr1w1x,TT,,,,,,,5,,,,,
,112,pr1w1x,TT,,,,,,,6,,,,,
,77,pr3m2-,Preliminary,,倶楽部KBC,,,,,1,,,,,
,77,pr3m2-,Preliminary,,太田川BC,,,,,2,,,,,
,77,pr3m2-,Preliminary,,,,,,,3,,,,,
,77,pr3m2-,Preliminary,,,,,,,4,,,,,
,77,pr3m2-,Preliminary,,,,,,,5,,,,,
,77,pr3m2-,Preliminary,,,,,,,6,,,,,
,110,pr3m2-,Final A,,,,,,,1,,,,,
,110,pr3m2-,Final A,,,,,,,2,,,,,
,110,pr3m2-,Final A,,,,,,,3,,,,,
,110,pr3m2-,Final A,,,,,,,4,,,,,
,110,pr3m2-,Final A,,,,,,,5,,,,,
,110,pr3m2-,Final A,,,,,,,6,,,,,
