,year,block,sex,category,order,name,time,age,team
0,2011,A_hokkai,F,13～15才,1,鹿角 瑠菜,09:07.1,14,函館市立西中学校
1,2011,A_hokkai,F,13～15才,2,戸館 侑那,10:02.5,14,函館市立西中学校
2,2011,A_hokkai,F,13～15才,3,戸館 玲那,10:05.0,14,函館市立西中学校
3,2011,A_hokkai,F,16～18才,1,小林 眞弓,07:39.9,18,小樽潮陵高等学校
4,2011,A_hokkai,F,16～18才,2,八代 遊季,07:57.3,17,石狩翔陽高校
5,2011,A_hokkai,F,16～18才,4,中村 眞歩,08:28.4,16,石狩翔陽高校
6,2011,A_hokkai,F,16～18才,5,海老 沙由香,08:40.5,16,函館水産高校
7,2011,A_hokkai,F,16～18才,6,金谷 夢音,08:41.3,17,石狩翔陽高校
8,2011,A_hokkai,F,16～18才,7,山本 霞,08:41.8,16,石狩翔陽高校
9,2011,A_hokkai,F,16～18才,8,小河 芽生,08:42.7,16,網走桂陽高校
10,2011,A_hokkai,F,16～18才,9,山本 里実,08:47.4,16,石狩翔陽高校
11,2011,A_hokkai,F,16～18才,10,原田 綾,08:54.9,17,石狩翔陽高校
12,2011,A_hokkai,F,16～18才,12,伊勢 絢弥,08:58.9,17,函館水産高校
13,2011,A_hokkai,F,16～18才,13,小川 みゆき,09:09.5,17,函館水産高校
14,2011,A_hokkai,F,16～18才,14,小原 桃子,09:17.8,18,石狩翔陽高校
15,2011,A_hokkai,F,16～18才,15,廣瀨 悠妃,09:22.5,17,網走桂陽高校
16,2011,A_hokkai,F,19～29才：軽量級,1,伊倉 万理,08:02.6,20,北海道大学
17,2011,A_hokkai,F,19～29才：軽量級,2,石川 世梨奈,08:03.7,21,北海道大学
18,2011,A_hokkai,F,19～29才：軽量級,3,呉人 花,08:13.8,19,北海道大学
19,2011,A_hokkai,F,19～29才：軽量級,3,岩澤 実茄,08:13.8,21,小樽商科大学
20,2011,A_hokkai,F,19～29才：軽量級,5,瀬尾 玲美,08:14.3,19,小樽商科大学
21,2011,A_hokkai,F,19～29才：軽量級,6,箕浦 るん,08:15.0,22,北海道大学
22,2011,A_hokkai,F,19～29才：軽量級,7,斉藤 希,08:35.9,19,北海道大学
23,2011,A_hokkai,F,30～39才：軽量級,1,堂面 明子,08:55.7,32,道新RC
24,2011,A_hokkai,F,50～59才：軽量級,1,板垣 泰子,10:10.8,55,"総合型地域スポーツクラブ
Bay Walk Communityはこだて"
25,2011,A_hokkai,F,50～59才：軽量級,2,伊藤 文子,10:52.2,58,"総合型地域スポーツクラブ
Bay Walk Communityはこだて"
26,2011,A_hokkai,F,50～59才：軽量級,3,藤崎 由美子,11:36.0,57,"総合型地域スポーツクラブ
Bay Walk Communityはこだて"
27,2011,A_hokkai,F,60～69才：軽量級,1,武内 典子,11:21.7,61,"総合型地域スポーツクラブ
Bay Walk Communityはこだて"
28,2011,A_hokkai,F,60～69才：軽量級,2,治田 則子,12:36.0,63,"総合型地域スポーツクラブ
Bay Walk Communityはこだて"
29,2011,A_hokkai,F,19～29才：オープン,1,佐谷 安香里,07:44.5,20,北海道大学
30,2011,A_hokkai,F,19～29才：オープン,2,森永 祐加,08:26.9,21,北海道大学
31,2011,A_hokkai,F,30～39才：オープン,1,木原 ゆう子,08:31.2,36,札幌RC
32,2011,A_hokkai,F,40～49才：オープン,1,井上 涼子,09:20.2,41,札幌RC
33,2011,A_hokkai,F,60～69才：オープン,1,森 ひさえ,10:51.7,63,道新RC
34,2011,A_hokkai,F,60～69才：オープン,2,伊藤 美代子,12:12.5,68,"総合型地域スポーツクラブ
Bay Walk Communityはこだて"
35,2011,A_hokkai,F,70才以上,1,鈴木 郁子,09:51.8,74,"総合型地域スポーツクラブ
Bay Walk Communityはこだて"
36,2011,A_hokkai,F,12才以下,1,山口 祥佳,05:21.2,11,函館市立深堀小学校
37,2011,A_hokkai,M,13～15才,1,岩谷 太一,08:36.7,14,函館市立西中学校
38,2011,A_hokkai,M,16～18才,1,菅沼 駿,07:08.7,18,石狩翔陽高校
39,2011,A_hokkai,M,16～18才,2,佐藤 翔太,07:10.0,17,石狩翔陽高校
40,2011,A_hokkai,M,16～18才,3,及川 聖矢,07:17.3,17,網走南ヶ丘高校
41,2011,A_hokkai,M,16～18才,4,今西 圭太,07:17.5,17,石狩翔陽高校
42,2011,A_hokkai,M,16～18才,5,大和 康平,07:24.5,17,網走南ヶ丘高校
43,2011,A_hokkai,M,16～18才,5,高木 健太,07:24.5,16,網走南ヶ丘高校
44,2011,A_hokkai,M,16～18才,7,鎌田 拡務,07:24.8,17,網走南ヶ丘高校
45,2011,A_hokkai,M,16～18才,8,長野 剛志,07:28.7,18,札幌大谷高校
46,2011,A_hokkai,M,16～18才,9,若杉 颯太,07:30.4,16,函館水産高校
47,2011,A_hokkai,M,16～18才,10,夏見 真治,07:31.2,16,網走桂陽高校
48,2011,A_hokkai,M,16～18才,11,出崎 竣,07:31.3,17,函館水産高校
49,2011,A_hokkai,M,16～18才,12,西森 大貴,07:34.1,17,網走南ヶ丘高校
50,2011,A_hokkai,M,16～18才,13,角谷 鋭騎,07:36.4,16,函館水産高校
51,2011,A_hokkai,M,16～18才,14,國安 正矩,07:36.7,17,函館水産高校
52,2011,A_hokkai,M,16～18才,15,櫻井 彰吾,07:39.2,17,石狩翔陽高校
53,2011,A_hokkai,M,16～18才,16,高木 皓生,07:40.6,16,網走南ヶ丘高校
54,2011,A_hokkai,M,16～18才,17,水上 恭志朗,07:40.7,17,函館水産高校
55,2011,A_hokkai,M,16～18才,18,小島 一記,07:46.2,16,小樽桜陽高校
56,2011,A_hokkai,M,16～18才,19,工藤 武,07:47.3,16,函館水産高校
57,2011,A_hokkai,M,16～18才,20,加藤 利基,07:47.4,16,函館水産高校
58,2011,A_hokkai,M,16～18才,21,渡邊 知紘,07:48.6,17,石狩翔陽高校
59,2011,A_hokkai,M,16～18才,22,八重樫 洋佑,07:53.7,16,小樽桜陽高校
60,2011,A_hokkai,M,16～18才,23,三ヶ森 啓介,07:56.5,16,網走桂陽高校
61,2011,A_hokkai,M,16～18才,24,土橋 伸太郎,07:57.4,16,小樽桜陽高校
62,2011,A_hokkai,M,16～18才,25,齋藤 竜也,08:00.3,16,石狩翔陽高校
63,2011,A_hokkai,M,16～18才,26,小野 啓介,08:01.7,16,石狩翔陽高校
64,2011,A_hokkai,M,16～18才,27,立石 智章,08:11.1,17,網走南ヶ丘高校
65,2011,A_hokkai,M,16～18才,28,山田 祐也,08:17.8,16,小樽桜陽高校
66,2011,A_hokkai,M,19～29才：軽量級,1,玉木 健二,06:54.8,23,北大茨水会
67,2011,A_hokkai,M,19～29才：軽量級,2,中谷 建太朗,06:55.5,21,北海道大学
68,2011,A_hokkai,M,19～29才：軽量級,3,宇野 礼於,06:56.7,20,北海道大学
69,2011,A_hokkai,M,19～29才：軽量級,4,山田 浩之,06:57.0,22,北海道大学水産学部ボート部
70,2011,A_hokkai,M,19～29才：軽量級,5,亀田 圭介,06:58.0,21,北海道大学水産学部ボート部
71,2011,A_hokkai,M,19～29才：軽量級,6,島田 英憲,06:58.5,21,北海道大学水産学部ボート部
72,2011,A_hokkai,M,19～29才：軽量級,7,小野山 雄亮,06:58.9,21,北海道大学
73,2011,A_hokkai,M,19～29才：軽量級,8,山崎 洋,06:59.9,22,北大医学部
74,2011,A_hokkai,M,19～29才：軽量級,9,西間 友洸,07:00.1,20,北海道大学
75,2011,A_hokkai,M,19～29才：軽量級,9,高橋 遼,07:00.1,20,北大医学部
76,2011,A_hokkai,M,19～29才：軽量級,11,鷹澤 隼,07:03.9,19,北海道大学
77,2011,A_hokkai,M,19～29才：軽量級,12,水澤 翔,07:04.6,19,北海道大学
78,2011,A_hokkai,M,19～29才：軽量級,13,加藤 恒,07:09.2,21,北海道大学
79,2011,A_hokkai,M,19～29才：軽量級,14,松代 和丈,07:10.3,19,北海道大学
80,2011,A_hokkai,M,19～29才：軽量級,15,上杉 昴也,07:11.9,19,小樽商科大学
81,2011,A_hokkai,M,19～29才：軽量級,16,白井 孝信,07:13.8,19,北海道大学
82,2011,A_hokkai,M,19～29才：軽量級,17,松岡 知樹,07:15.1,21,北大医学部
83,2011,A_hokkai,M,19～29才：軽量級,18,中山 隼,07:16.6,21,北海道大学
84,2011,A_hokkai,M,19～29才：軽量級,19,平 勇魚,07:21.4,20,小樽商科大学
85,2011,A_hokkai,M,19～29才：軽量級,20,佐野 弘幸,07:22.5,22,北大医学部
86,2011,A_hokkai,M,19～29才：軽量級,21,百田 和幸,07:27.5,20,北海道大学水産学部ボート部
87,2011,A_hokkai,M,19～29才：軽量級,22,荒木 優之介,07:29.7,20,小樽商科大学
88,2011,A_hokkai,M,19～29才：軽量級,23,中村 彰成,07:41.9,24,小樽商科大学
89,2011,A_hokkai,M,19～29才：軽量級,24,井上 大輔,07:42.6,28,北大医学部
90,2011,A_hokkai,M,19～29才：軽量級,25,石塚 千紘,07:43.2,20,北大医学部
91,2011,A_hokkai,M,19～29才：軽量級,26,末光 洋一郎,07:46.4,28,札幌RC
92,2011,A_hokkai,M,30～39才：軽量級,1,上石 崇史,07:14.1,30,北大医学部
93,2011,A_hokkai,M,30～39才：軽量級,2,川上 健太郎,08:05.2,38,道新RC
94,2011,A_hokkai,M,30～39才：軽量級,3,佐々木 淳,08:20.4,37,"総合型地域スポーツクラブ
Bay Walk Communityはこだて"
95,2011,A_hokkai,M,30～39才：軽量級,4,藤田 貴大,08:29.9,33,道新RC
96,2011,A_hokkai,M,40～49才：軽量級,1,john bower,07:17.8,48,"総合型地域スポーツクラブ
Bay Walk Communityはこだて"
97,2011,A_hokkai,M,40～49才：軽量級,2,松尾 章,08:02.5,49,道新RC
98,2011,A_hokkai,M,50～59才：軽量級,1,高木 省吾,08:34.0,51,"総合型地域スポーツクラブ
Bay Walk Communityはこだて"
99,2011,A_hokkai,M,60～69才：軽量級,1,坂井 正,07:41.9,60,札幌RC
100,2011,A_hokkai,M,60～69才：軽量級,2,半田 雅久,08:17.5,61,"総合型地域スポーツクラブ
Bay Walk Communityはこだて"
101,2011,A_hokkai,M,60～69才：軽量級,3,峠 憲弘,08:33.9,68,道新RC
102,2011,A_hokkai,M,60～69才：軽量級,4,平田 元彦,09:27.3,69,"総合型地域スポーツクラブ
Bay Walk Communityはこだて"
103,2011,A_hokkai,M,60～69才：軽量級,5,武内 秀夫,09:40.7,69,"総合型地域スポーツクラブ
Bay Walk Communityはこだて"
104,2011,A_hokkai,M,60～69才：軽量級,6,金谷 憲育,09:41.8,69,"総合型地域スポーツクラブ
Bay Walk Communityはこだて"
105,2011,A_hokkai,M,60～69才：軽量級,7,北野 芳雄,11:00.2,62,"総合型地域スポーツクラブ
Bay Walk Communityはこだて"
106,2011,A_hokkai,M,60～69才：軽量級,8,小島 進,11:17.8,69,"総合型地域スポーツクラブ
Bay Walk Communityはこだて"
107,2011,A_hokkai,M,19～29才：オープン,1,坂口 慧,06:24.0,21,北海道大学
108,2011,A_hokkai,M,19～29才：オープン,2,森崎 将史,06:28.0,22,北海道大学
109,2011,A_hokkai,M,19～29才：オープン,3,坂﨑 太紀,06:38.8,22,北大医学部
110,2011,A_hokkai,M,19～29才：オープン,4,長谷川 大洋,06:39.8,22,北海道大学
111,2011,A_hokkai,M,19～29才：オープン,5,井上 智博,06:56.7,19,北海道大学
112,2011,A_hokkai,M,19～29才：オープン,6,井上 将希,06:57.1,19,北海道大学
113,2011,A_hokkai,M,19～29才：オープン,7,海鉾 洋郁,07:07.1,20,小樽商科大学
114,2011,A_hokkai,M,19～29才：オープン,8,長浦 直幸,07:10.0,20,北海道大学水産学部学生
115,2011,A_hokkai,M,19～29才：オープン,9,山本 瑛也,07:39.2,19,東京農業大学
116,2011,A_hokkai,M,30～39才：オープン,1,小山 剛志,06:37.1,37,オムニ歯科AC
117,2011,A_hokkai,M,30～39才：オープン,2,斎藤 和人,08:03.8,36,道新RC
118,2011,A_hokkai,M,30～39才：オープン,3,吉田 太郎,08:29.4,37,"総合型地域スポーツクラブ
Bay Walk Communityはこだて"
119,2011,A_hokkai,M,40～49才：オープン,1,村岡 健一,06:47.1,40,道新RC
120,2011,A_hokkai,M,40～49才：オープン,2,吉尾 洋,07:11.0,48,網走ローイングクラブ
121,2011,A_hokkai,M,40～49才：オープン,3,出家 敏光,07:16.0,47,道新RC
122,2011,A_hokkai,M,40～49才：オープン,4,奈良 順哉,08:39.9,43,"総合型地域スポーツクラブ
Bay Walk Communityはこだて"
123,2011,A_hokkai,M,50～59才：オープン,1,宮本 雅弘,09:11.6,54,"総合型地域スポーツクラブ
Bay Walk Communityはこだて"
124,2011,A_hokkai,M,50～59才：オープン,2,水野 真,09:38.2,50,"総合型地域スポーツクラブ
Bay Walk Communityはこだて"
125,2011,A_hokkai,M,60～69才：オープン,1,鈴木 政俊,08:19.2,61,道新RC
126,2011,A_hokkai,M,60～69才：オープン,2,中川 信治,08:25.4,64,道新RC
127,2011,A_hokkai,M,60～69才：オープン,3,古沢 哲男,08:53.4,64,"総合型地域スポーツクラブ
Bay Walk Communityはこだて"
128,2011,A_hokkai,M,60～69才：オープン,4,上条 明雄,09:31.1,62,"総合型地域スポーツクラブ
Bay Walk Communityはこだて"
129,2011,A_hokkai,M,70才以上,1,田村 一治,09:34.6,71,"総合型地域スポーツクラブ
Bay Walk Communityはこだて"
130,2011,A_hokkai,M,70才以上,2,小澤 貢一,09:37.2,74,"総合型地域スポーツクラブ
Bay Walk Communityはこだて"
131,2011,A_hokkai,M,70才以上,3,佐藤 義宏,10:10.7,70,"総合型地域スポーツクラブ
Bay Walk Communityはこだて"
132,2011,A_hokkai,M,9才以下,1,高木 達郎,02:56.4,8,函館市立柏野小学校
133,2011,A_hokkai,M,9才以下,2,木原 はく,03:54.0,6,札幌RC
134,2011,A_tohoku,F,19～29才：軽量級,1,武澤 歩惟,07:27.5,25,アイリスオーヤマ
135,2011,A_tohoku,F,19～29才：軽量級,2,中川 ひかり,07:33.7,19,仙台大学
136,2011,A_tohoku,F,19～29才：軽量級,3,宮本 明子,07:34.7,21,仙台大学
137,2011,A_tohoku,F,19～29才：軽量級,4,小形 優加里,07:35.5,22,東北大学漕艇部
138,2011,A_tohoku,F,19～29才：軽量級,5,大角 真央,07:38.7,21,仙台大学
139,2011,A_tohoku,F,19～29才：軽量級,6,小口 桜子,07:45.6,20,仙台大学
140,2011,A_tohoku,F,19～29才：軽量級,7,田中 香加,07:59.8,19,仙台大学
141,2011,A_tohoku,F,19～29才：軽量級,8,清水 ひかる,08:04.3,21,東北大学漕艇部
142,2011,A_tohoku,F,19～29才：軽量級,9,吉川 由姫,08:04.4,19,東北大学漕艇部
143,2011,A_tohoku,F,19～29才：軽量級,10,和賀 春佳,08:11.6,21,東北大学漕艇部
144,2011,A_tohoku,F,19～29才：軽量級,11,青木 千紘,08:12.1,21,東北大学漕艇部
145,2011,A_tohoku,F,19～29才：軽量級,12,山田 慈子,08:15.9,21,福島県立医科大学
146,2011,A_tohoku,F,19～29才：軽量級,13,川田 美邦,08:20.5,19,東北大学漕艇部
147,2011,A_tohoku,F,19～29才：軽量級,14,金山 由布子,08:27.7,20,新潟大学漕艇部
148,2011,A_tohoku,F,19～29才：軽量級,15,長嶺 慶美,08:39.2,19,東北大学漕艇部
149,2011,A_tohoku,F,19～29才：軽量級,16,尾花 知美,08:50.1,19,東北大学漕艇部
150,2011,A_tohoku,F,19～29才：軽量級,17,加藤 沙紀,08:56.6,20,福島県立医科大学
151,2011,A_tohoku,F,19～29才：軽量級,18,原田 結衣,09:00.7,19,福島県立医科大学
152,2011,A_tohoku,F,19～29才：軽量級,19,山崎 可奈子,09:00.9,20,仙台大学
153,2011,A_tohoku,F,19～29才：軽量級,20,遠藤 七恵,09:03.5,19,福島県立医科大学
154,2011,A_tohoku,F,19～29才：軽量級,21,板詰 花子,09:12.2,22,東北大学歯学部
155,2011,A_tohoku,F,19～29才：軽量級,22,浦川 麻衣子,09:19.2,24,東北大学歯学部
156,2011,A_tohoku,F,19～29才：軽量級,23,田部 彩乃,09:24.2,19,東北大学漕艇部
157,2011,A_tohoku,F,19～29才：軽量級,24,松永 千尋,09:48.5,22,東北大学歯学部
158,2011,A_tohoku,F,19～29才：オープン,1,前田 佑美,07:18.8,20,仙台大学
159,2011,A_tohoku,F,19～29才：オープン,2,国島 麻実子,08:10.3,20,福島県立医科大学
160,2011,A_tohoku,F,19～29才：オープン,3,渥美 有裕子,09:22.0,21,東北大学歯学部
161,2011,A_tohoku,F,12才以下,1,土方 佑夏,04:52.8,10,一般
162,2011,A_tohoku,M,13～15才,1,高橋 浩規,09:12.1,14,佐沼中学校
163,2011,A_tohoku,M,19～29才：軽量級,1,福田 海人,06:32.0,21,仙台大学
164,2011,A_tohoku,M,19～29才：軽量級,2,池内 風,06:33.8,21,仙台大学
165,2011,A_tohoku,M,19～29才：軽量級,3,遠藤 光,06:33.9,22,仙台大学
166,2011,A_tohoku,M,19～29才：軽量級,4,畠山 惇史,06:34.2,21,仙台大学
167,2011,A_tohoku,M,19～29才：軽量級,5,浅野 和也,06:38.7,21,仙台大学
168,2011,A_tohoku,M,19～29才：軽量級,6,阿部 聖,06:41.5,19,仙台大学
169,2011,A_tohoku,M,19～29才：軽量級,7,赤間 拓哉,06:42.3,21,仙台大学
170,2011,A_tohoku,M,19～29才：軽量級,8,門倉 亨,06:43.5,20,仙台大学
171,2011,A_tohoku,M,19～29才：軽量級,8,一瀬 瑞樹,06:43.5,19,仙台大学
172,2011,A_tohoku,M,19～29才：軽量級,10,佐藤 洋平,06:44.2,22,東北大学漕艇部
173,2011,A_tohoku,M,19～29才：軽量級,11,伏間 智史,06:44.9,21,東北大学漕艇部
174,2011,A_tohoku,M,19～29才：軽量級,12,坂田 衛,06:45.2,20,東北大学漕艇部
175,2011,A_tohoku,M,19～29才：軽量級,13,吉田 樹,06:45.3,19,仙台大学
176,2011,A_tohoku,M,19～29才：軽量級,14,納城 紘一,06:45.9,21,仙台大学
177,2011,A_tohoku,M,19～29才：軽量級,15,坂田 雄祐,06:46.9,21,新潟大学漕艇部
178,2011,A_tohoku,M,19～29才：軽量級,16,尾関 啓一,06:47.2,22,東北大学漕艇部
179,2011,A_tohoku,M,19～29才：軽量級,17,佐々木 紀仁,06:49.0,20,東北大学漕艇部
180,2011,A_tohoku,M,19～29才：軽量級,18,青木 一将,06:50.0,20,東北大学漕艇部
181,2011,A_tohoku,M,19～29才：軽量級,19,渋谷 岳宏,06:51.5,21,東北大学漕艇部
182,2011,A_tohoku,M,19～29才：軽量級,20,田原 孟,06:52.7,20,東北大学漕艇部
183,2011,A_tohoku,M,19～29才：軽量級,21,平山 貴義,06:53.2,19,仙台大学
184,2011,A_tohoku,M,19～29才：軽量級,22,藤原 翔,06:56.3,19,仙台大学
185,2011,A_tohoku,M,19～29才：軽量級,23,諸木 新之助,06:57.4,21,新潟大学漕艇部
186,2011,A_tohoku,M,19～29才：軽量級,24,大津 良輔,06:59.5,22,東北大学漕艇部
187,2011,A_tohoku,M,19～29才：軽量級,25,澤山 兼吾,06:59.6,19,東北大学漕艇部
188,2011,A_tohoku,M,19～29才：軽量級,26,秋月 勇人,06:59.9,22,東北大学漕艇部
189,2011,A_tohoku,M,19～29才：軽量級,27,佐藤 晴紀,07:00.3,21,新潟大学漕艇部
190,2011,A_tohoku,M,19～29才：軽量級,28,棚橋 辰之,07:06.7,24,東北大学漕艇部
191,2011,A_tohoku,M,19～29才：軽量級,29,大野 広大,07:09.0,21,東北大学漕艇部
192,2011,A_tohoku,M,19～29才：軽量級,30,松本 翔太郎,07:09.3,19,新潟大学漕艇部
193,2011,A_tohoku,M,19～29才：軽量級,31,万徳 遼太郎,07:09.6,20,新潟大学漕艇部
194,2011,A_tohoku,M,19～29才：軽量級,32,東久保 大悟,07:11.3,20,仙台大学
195,2011,A_tohoku,M,19～29才：軽量級,33,薄 竜太郎,07:12.8,21,福島県立医科大学
196,2011,A_tohoku,M,19～29才：軽量級,34,安本 悠人,07:14.4,22,東北大学漕艇部
197,2011,A_tohoku,M,19～29才：軽量級,35,渡辺 裕文,07:14.9,21,東北大学医学部
198,2011,A_tohoku,M,19～29才：軽量級,36,三浦 翼,07:15.3,21,東北大学歯学部
199,2011,A_tohoku,M,19～29才：軽量級,37,手塚 悠太,07:17.1,22,東北大学医学部
200,2011,A_tohoku,M,19～29才：軽量級,38,冨士 耕平,07:17.5,24,東北大学医学部
201,2011,A_tohoku,M,19～29才：軽量級,38,鳥羽 定徳,07:17.5,19,東北大学漕艇部
202,2011,A_tohoku,M,19～29才：軽量級,40,石田 圭吾,07:17.6,20,新潟大学漕艇部
203,2011,A_tohoku,M,19～29才：軽量級,41,青柳 浩史,07:19.3,25,東北大学漕艇部
204,2011,A_tohoku,M,19～29才：軽量級,42,高見澤 真太,07:22.0,19,東北大学漕艇部
205,2011,A_tohoku,M,19～29才：軽量級,43,森澤 普宜,07:24.3,20,石巻専修大学漕艇部
206,2011,A_tohoku,M,19～29才：軽量級,44,高 勇羅,07:25.6,20,東北大学医学部
207,2011,A_tohoku,M,19～29才：軽量級,45,山並 寛明,07:26.2,20,東北大学医学部
208,2011,A_tohoku,M,19～29才：軽量級,46,大泉 拓,07:28.1,20,新潟大学漕艇部
209,2011,A_tohoku,M,19～29才：軽量級,47,小笠原 拓磨,07:28.5,19,東北学院大ボート部
210,2011,A_tohoku,M,19～29才：軽量級,48,批々木 翼,07:30.4,19,東北大学漕艇部
211,2011,A_tohoku,M,19～29才：軽量級,49,青田 宏人,07:31.6,20,東北大学医学部
212,2011,A_tohoku,M,19～29才：軽量級,50,橋田 涼平,07:32.8,21,東北大学漕艇部
213,2011,A_tohoku,M,19～29才：軽量級,51,浦田 隆広,07:33.3,23,東北大学漕艇部
214,2011,A_tohoku,M,19～29才：軽量級,52,櫻井 祐輔,07:35.2,20,福島県立医科大学
215,2011,A_tohoku,M,19～29才：軽量級,53,千葉 大徳,07:36.4,20,東北大学漕艇部
216,2011,A_tohoku,M,19～29才：軽量級,54,長谷川 貴彦,07:38.3,23,東北大学漕艇部
217,2011,A_tohoku,M,19～29才：軽量級,55,芳田 和樹,07:40.7,20,東北大学歯学部
218,2011,A_tohoku,M,19～29才：軽量級,56,高井 俊輔,07:42.9,20,福島県立医科大学
219,2011,A_tohoku,M,19～29才：軽量級,57,奥村 一輝,07:43.4,20,福島県立医科大学
220,2011,A_tohoku,M,19～29才：軽量級,58,田名部 一也,07:45.2,23,東北大学漕艇部
221,2011,A_tohoku,M,19～29才：軽量級,59,今井 寿亮,07:45.3,20,仙台大学
222,2011,A_tohoku,M,19～29才：軽量級,60,金子 祐太,07:46.1,23,東北大学漕艇部
223,2011,A_tohoku,M,19～29才：軽量級,61,瀧澤 廣輝,07:46.2,19,東北大学医学部
224,2011,A_tohoku,M,19～29才：軽量級,62,菅谷 一樹,07:46.8,19,福島県立医科大学
225,2011,A_tohoku,M,19～29才：軽量級,63,有沢 悠,07:50.9,21,東北大学医学部
226,2011,A_tohoku,M,19～29才：軽量級,64,正田 晃基,07:51.0,20,福島県立医科大学
227,2011,A_tohoku,M,19～29才：軽量級,65,蛇子 晃,07:58.1,19,石巻専修大学漕艇部
228,2011,A_tohoku,M,19～29才：軽量級,66,山崎 尚大,08:00.4,19,石巻専修大学漕艇部
229,2011,A_tohoku,M,19～29才：軽量級,67,菅原 丈文,08:04.2,20,東北学院大ボート部
230,2011,A_tohoku,M,19～29才：軽量級,68,菅谷 竜郎,08:16.3,20,福島県立医科大学
231,2011,A_tohoku,M,19～29才：軽量級,69,佐々野 大輝,08:21.3,20,東北大学漕艇部
232,2011,A_tohoku,M,19～29才：軽量級,70,森谷 拓朗,08:24.6,19,石巻専修大学漕艇部
233,2011,A_tohoku,M,19～29才：軽量級,71,清和 光慈郎,08:52.8,20,石巻専修大学漕艇部
234,2011,A_tohoku,M,19～29才：軽量級,72,糟川 仁,11:14.8,19,石巻専修大学漕艇部
235,2011,A_tohoku,M,30～39才：軽量級,1,奥津 佳久,07:44.2,31,ロールストンクラブ
236,2011,A_tohoku,M,40～49才：軽量級,1,本田 達也,08:05.3,48,一般
237,2011,A_tohoku,M,60～69才：軽量級,1,高橋 公治,07:55.2,62,ロールストンクラブ
238,2011,A_tohoku,M,19～29才：オープン,1,外崎 海舟,06:16.5,20,仙台大学
239,2011,A_tohoku,M,19～29才：オープン,2,阿部 大貴,06:29.3,21,仙台大学
240,2011,A_tohoku,M,19～29才：オープン,3,松岡 真,06:35.4,19,仙台大学
241,2011,A_tohoku,M,19～29才：オープン,4,今野 栄也人,06:36.9,20,仙台大学
242,2011,A_tohoku,M,19～29才：オープン,5,澤田 亮,06:38.0,20,東北大学漕艇部
243,2011,A_tohoku,M,19～29才：オープン,6,佐藤 圭亮,06:44.9,23,東北大学医学部
244,2011,A_tohoku,M,19～29才：オープン,7,柳谷 真一,06:49.5,22,東北大学漕艇部
245,2011,A_tohoku,M,19～29才：オープン,8,品田 拓真,06:53.1,20,東北大学漕艇部
246,2011,A_tohoku,M,19～29才：オープン,9,飛田 大輔,07:08.5,23,東北大学漕艇部
247,2011,A_tohoku,M,19～29才：オープン,10,武田 悠太郎,07:24.4,19,石巻専修大学漕艇部
248,2011,A_tohoku,M,19～29才：オープン,11,秋林 直紀,07:25.1,22,仙台大学
249,2011,A_tohoku,M,19～29才：オープン,12,佐々木 俊彰,07:25.5,20,石巻専修大学漕艇部
250,2011,A_tohoku,M,19～29才：オープン,13,後藤 直樹,07:28.4,22,石巻専修大学漕艇部
251,2011,A_tohoku,M,19～29才：オープン,14,松岡 優太,07:45.2,20,福島県立医科大学
252,2011,A_tohoku,M,19～29才：オープン,15,中野 辰也,07:49.3,23,東北大学漕艇部
253,2011,A_kantou,F,13～15才,1,土谷 真由,08:57.2,14,ワセダクラブ
254,2011,A_kantou,F,13～15才,2,大友 瞳,09:22.1,14,江戸川区ボート協会
255,2011,A_kantou,F,13～15才,3,水谷 華,09:29.5,14,ワセダクラブ
256,2011,A_kantou,F,13～15才,4,原田 くるみ,10:13.8,13,東京都墨田区立錦糸中学校
257,2011,A_kantou,F,13～15才,5,川村 紗愛,10:16.5,13,東京都墨田区立錦糸中学校
258,2011,A_kantou,F,13～15才,6,三沢 文絵,10:18.0,14,江戸川区ボート協会
259,2011,A_kantou,F,13～15才,7,飯塚 彩子,10:20.5,15,江戸川区ボート協会
260,2011,A_kantou,F,16～18才,1,滝澤 百夏,07:48.7,17,墨田川高等学校
261,2011,A_kantou,F,16～18才,2,高橋 かほ,07:55.9,16,東京都立本所高等学校
262,2011,A_kantou,F,16～18才,3,亀井 恵利沙,08:08.2,16,墨田川高等学校
263,2011,A_kantou,F,16～18才,4,窪田 鞠衣,08:21.1,17,墨田川高等学校
264,2011,A_kantou,F,16～18才,5,吉田 瑠衣,08:24.7,17,中央大学杉並高等学校
265,2011,A_kantou,F,16～18才,6,藤巻 奈美,08:25.7,16,都立日本橋高校
266,2011,A_kantou,F,16～18才,7,倉持 優佳里,08:26.9,17,埼玉県立八潮高等学校
267,2011,A_kantou,F,16～18才,8,岩田 千尋,08:27.6,17,埼玉県立八潮高等学校
268,2011,A_kantou,F,16～18才,9,村上 楓,08:32.0,16,埼玉県立八潮高等学校
269,2011,A_kantou,F,16～18才,10,貞方 優希,08:32.7,16,東京都立本所高等学校
270,2011,A_kantou,F,16～18才,11,神野 美咲,08:42.5,16,中央大学杉並高等学校
271,2011,A_kantou,F,16～18才,12,米山 瑚子,08:43.9,16,都立科学技術高校
272,2011,A_kantou,F,16～18才,13,飯塚 祐美,08:46.6,16,墨田川高等学校
273,2011,A_kantou,F,16～18才,14,篠原 仙実,08:54.1,16,墨田川高等学校
