,year,block,sex,category,order,name,time,age,team
645,2011,A_kantou,M,19～29才：軽量級,214,元山 海秀,08:24.1,19,東京大学医学部
646,2011,A_kantou,M,19～29才：軽量級,215,石黒 訓之,08:47.8,24,ワセダクラブ
647,2011,A_kantou,M,30～39才：軽量級,1,浦 和重,06:18.8,36,NTT東日本端艇部
648,2011,A_kantou,M,30～39才：軽量級,2,児玉 一成,06:28.9,30,NTT東日本端艇部
649,2011,A_kantou,M,30～39才：軽量級,3,今井 裕介,06:29.0,30,NTT東日本端艇部
650,2011,A_kantou,M,30～39才：軽量級,4,芽原 昌和,06:42.9,31,警視庁
651,2011,A_kantou,M,30～39才：軽量級,5,藤田 秀明,07:29.6,38,横浜漕艇倶楽部
652,2011,A_kantou,M,30～39才：軽量級,6,坂元 忍,07:33.9,34,警視庁
653,2011,A_kantou,M,30～39才：軽量級,7,近藤 修,07:35.4,32,東京都墨田区立錦糸中学校
654,2011,A_kantou,M,30～39才：軽量級,8,菊池 徹,07:40.7,37,江戸川区ボート協会
655,2011,A_kantou,M,30～39才：軽量級,9,梅村 卓,08:43.7,39,ワセダクラブ
656,2011,A_kantou,M,30～39才：軽量級,10,寺田 亮太,09:04.5,39,全農ローイングクラブ
657,2011,A_kantou,M,40～49才：軽量級,1,土谷 昌彦,06:45.3,49,稲門艇友会 稲門ミドル
658,2011,A_kantou,M,40～49才：軽量級,2,島谷 健,07:08.4,46,稲門艇友会 稲門ミドル
659,2011,A_kantou,M,40～49才：軽量級,3,石崎 利行,07:18.5,40,稲門艇友会 稲門ミドル
660,2011,A_kantou,M,40～49才：軽量級,4,中島 祐樹,07:19.6,48,名古屋ローイングクラブ
661,2011,A_kantou,M,40～49才：軽量級,5,遠藤 春喜,07:25.6,49,警視庁
662,2011,A_kantou,M,40～49才：軽量級,6,吉田 英和,07:32.6,45,稲門艇友会 稲門ミドル
663,2011,A_kantou,M,40～49才：軽量級,7,高宮 崇,07:34.8,40,稲門艇友会 稲門ミドル
664,2011,A_kantou,M,40～49才：軽量級,8,篠原 正胤,07:38.9,45,ワセダクラブ
665,2011,A_kantou,M,40～49才：軽量級,9,山本 光俊,07:53.0,45,パルテ会
666,2011,A_kantou,M,40～49才：軽量級,10,森 照夫,07:55.4,48,江戸川区ボート協会
667,2011,A_kantou,M,40～49才：軽量級,11,後藤 智,08:25.5,48,江戸川区ボート協会
668,2011,A_kantou,M,40～49才：軽量級,12,田中 健一,08:35.3,46,江戸川区ボート協会
669,2011,A_kantou,M,40～49才：軽量級,13,青山 亮一,08:41.7,45,江戸川区ボート協会
670,2011,A_kantou,M,50～59才：軽量級,1,加登 信哉,07:14.5,54,東京大学淡青会
671,2011,A_kantou,M,50～59才：軽量級,2,望月 彰,07:23.9,51,稲門艇友会 稲門ミドル
672,2011,A_kantou,M,50～59才：軽量級,3,進藤 典男,07:27.3,56,東京大学淡青会
673,2011,A_kantou,M,50～59才：軽量級,4,杉山 俊也,07:30.7,58,パルテ会
674,2011,A_kantou,M,50～59才：軽量級,5,大河原 秀一郎,07:32.3,52,全農ローイングクラブ
675,2011,A_kantou,M,50～59才：軽量級,6,梶原 猛志,07:37.5,52,ボート団塊号
676,2011,A_kantou,M,50～59才：軽量級,7,高橋 直,07:38.7,58,パルテ会
677,2011,A_kantou,M,50～59才：軽量級,8,麻生 義幸,07:46.9,57,名古屋ローイングクラブ
678,2011,A_kantou,M,50～59才：軽量級,9,梶 信介,08:17.1,53,東京都墨田区立錦糸中学校
679,2011,A_kantou,M,50～59才：軽量級,10,赤熊 孝昭,08:27.6,50,個人
680,2011,A_kantou,M,50～59才：軽量級,11,正岡 久武,09:00.0,59,東京都墨田区立錦糸中学校
681,2011,A_kantou,M,60～69才：軽量級,1,赤尾 隆,07:29.0,63,ボート団塊号
682,2011,A_kantou,M,60～69才：軽量級,2,池田 照樹,07:35.4,62,ボート団塊号
683,2011,A_kantou,M,60～69才：軽量級,3,加藤 愛夫,07:40.5,62,狩野川RC
684,2011,A_kantou,M,60～69才：軽量級,4,阿部 義康,07:43.0,63,個人
685,2011,A_kantou,M,60～69才：軽量級,5,佐藤 和栄,07:47.2,66,日本ボートマンクラブ
686,2011,A_kantou,M,60～69才：軽量級,6,水沼 眞一,08:05.1,60,新潟ローイングクラブ
687,2011,A_kantou,M,60～69才：軽量級,7,早川 周作,08:21.6,60,新潟ローイングクラブ
688,2011,A_kantou,M,60～69才：軽量級,8,林 操,08:50.8,64,ボート団塊号
689,2011,A_kantou,M,19～29才：オープン,1,岡山 理,06:16.5,27,明治安田生命
690,2011,A_kantou,M,19～29才：オープン,2,笠谷 勇希,06:22.6,23,一橋大学端艇部
691,2011,A_kantou,M,19～29才：オープン,3,常深 智博,06:28.4,28,戸田中央総合病院ローイングクラブ
692,2011,A_kantou,M,19～29才：オープン,4,内藤 皓文,06:28.9,20,学習院大学
693,2011,A_kantou,M,19～29才：オープン,5,嶋本 匡晃,06:29.5,20,慶應義塾大学
694,2011,A_kantou,M,19～29才：オープン,6,正垣 克敏,06:31.2,19,早稲田大学
695,2011,A_kantou,M,19～29才：オープン,7,五十嵐 毅,06:31.6,21,法政大学
696,2011,A_kantou,M,19～29才：オープン,8,入江 裕紀,06:31.9,20,慶應義塾大学
697,2011,A_kantou,M,19～29才：オープン,9,町田 達彦,06:32.9,21,中央大学
698,2011,A_kantou,M,19～29才：オープン,10,山本 尚典,06:33.2,19,慶應義塾大学
699,2011,A_kantou,M,19～29才：オープン,11,諏訪 倉一,06:33.7,26,NTT東日本端艇部
700,2011,A_kantou,M,19～29才：オープン,12,永田 武,06:34.6,22,一橋大学端艇部
701,2011,A_kantou,M,19～29才：オープン,13,新庄 克也,06:35.8,21,慶應義塾大学
702,2011,A_kantou,M,19～29才：オープン,13,佐藤 太紀,06:35.8,21,東京大学
703,2011,A_kantou,M,19～29才：オープン,15,保田 洋祐,06:36.2,20,一橋大学端艇部
704,2011,A_kantou,M,19～29才：オープン,16,新藤 耕平,06:36.9,20,早稲田大学
705,2011,A_kantou,M,19～29才：オープン,17,佐久間 崇,06:37.0,21,慶應義塾大学
706,2011,A_kantou,M,19～29才：オープン,18,上田 裕樹,06:37.1,21,中央大学
707,2011,A_kantou,M,19～29才：オープン,18,関谷 哲,06:37.1,20,東京大学
708,2011,A_kantou,M,19～29才：オープン,20,山口 慶幸,06:37.5,29,埼玉県警察機動隊漕艇部
709,2011,A_kantou,M,19～29才：オープン,21,荒川 健太郎,06:37.7,23,成城大学
710,2011,A_kantou,M,19～29才：オープン,22,越後 武,06:38.4,28,警視庁
711,2011,A_kantou,M,19～29才：オープン,23,谷口 友太,06:39.0,27,東京トヨペット
712,2011,A_kantou,M,19～29才：オープン,24,宮竹 勇輔,06:39.5,21,中央大学
713,2011,A_kantou,M,19～29才：オープン,25,兼平 隆次,06:39.6,26,住友金属鹿島
714,2011,A_kantou,M,19～29才：オープン,26,吉田 誇雄,06:41.0,20,慶應義塾大学
715,2011,A_kantou,M,19～29才：オープン,27,佐藤 琢,06:42.9,20,早稲田大学
716,2011,A_kantou,M,19～29才：オープン,28,澤井 優樹,06:43.0,20,東京工業大学端艇部
717,2011,A_kantou,M,19～29才：オープン,29,上西 祐一朗,06:43.6,21,東京工業大学端艇部
718,2011,A_kantou,M,19～29才：オープン,30,山田 周,06:43.7,21,一橋大学端艇部
719,2011,A_kantou,M,19～29才：オープン,31,三宅 堯之,06:43.8,19,慶應義塾大学
720,2011,A_kantou,M,19～29才：オープン,32,田崎 佑磨,06:44.8,19,早稲田大学
721,2011,A_kantou,M,19～29才：オープン,33,平野 翔大,06:45.6,21,中央大学
722,2011,A_kantou,M,19～29才：オープン,34,松本 侑也,06:46.0,19,中央大学
723,2011,A_kantou,M,19～29才：オープン,35,飯島 孝章,06:46.4,20,東京外国語大学端艇部
724,2011,A_kantou,M,19～29才：オープン,36,安井 捷登,06:47.0,21,中央大学
725,2011,A_kantou,M,19～29才：オープン,37,藤岡 士晃,06:47.2,24,住友金属鹿島
726,2011,A_kantou,M,19～29才：オープン,38,関口 建朗,06:47.3,27,警視庁
727,2011,A_kantou,M,19～29才：オープン,39,松井 寛杜,06:47.5,21,東京工業大学端艇部
728,2011,A_kantou,M,19～29才：オープン,40,下村 俊貴,06:48.0,24,慶應義塾大学
729,2011,A_kantou,M,19～29才：オープン,41,村上 裕二郎,06:48.1,25,米子漕艇クラブ
730,2011,A_kantou,M,19～29才：オープン,42,江原 大二朗,06:48.5,19,早稲田大学
731,2011,A_kantou,M,19～29才：オープン,43,川元 英敏,06:48.7,28,戸田中央総合病院ローイングクラブ
732,2011,A_kantou,M,19～29才：オープン,44,廣田 壮一郎,06:48.8,21,東京工業大学端艇部
733,2011,A_kantou,M,19～29才：オープン,45,内藤 草太,06:49.3,19,筑波大学
734,2011,A_kantou,M,19～29才：オープン,46,大坪 茂俊,06:49.9,20,東海大学
735,2011,A_kantou,M,19～29才：オープン,47,生田 貴大,06:50.8,21,中央大学
736,2011,A_kantou,M,19～29才：オープン,48,井上 潤也,06:50.9,22,一橋大学端艇部
737,2011,A_kantou,M,19～29才：オープン,48,高田 洋輔,06:50.9,19,東京経済大学
738,2011,A_kantou,M,19～29才：オープン,50,藤田 優,06:53.1,20,東京経済大学
739,2011,A_kantou,M,19～29才：オープン,51,守屋 友敬,06:53.7,19,東京大学
740,2011,A_kantou,M,19～29才：オープン,52,矢島 太基,06:55.0,22,立教大学
741,2011,A_kantou,M,19～29才：オープン,53,坪井 覚,06:55.5,20,一橋大学端艇部
742,2011,A_kantou,M,19～29才：オープン,54,篠塚 亮介,06:55.8,20,立教大学
743,2011,A_kantou,M,19～29才：オープン,55,山田 達也,06:56.0,19,東京大学
744,2011,A_kantou,M,19～29才：オープン,56,樋口 拓哉,06:56.1,19,立教大学
745,2011,A_kantou,M,19～29才：オープン,57,佐藤 恵吾,06:56.2,25,埼玉県警察機動隊漕艇部
746,2011,A_kantou,M,19～29才：オープン,58,大森 駿,06:56.6,21,一橋大学端艇部
747,2011,A_kantou,M,19～29才：オープン,59,松橋 耕平,06:57.1,21,立教大学
748,2011,A_kantou,M,19～29才：オープン,60,斉藤 正通,06:57.2,27,警視庁
749,2011,A_kantou,M,19～29才：オープン,61,三瀬 英弘,06:58.1,26,警視庁
750,2011,A_kantou,M,19～29才：オープン,62,佐藤 一輝,06:58.2,19,成蹊大学
751,2011,A_kantou,M,19～29才：オープン,63,米山 啓介,06:58.7,27,埼玉県警察機動隊漕艇部
752,2011,A_kantou,M,19～29才：オープン,63,田中 宏樹,06:58.7,20,東京工業大学端艇部
753,2011,A_kantou,M,19～29才：オープン,65,三井 智章,06:59.8,21,東京工業大学端艇部
754,2011,A_kantou,M,19～29才：オープン,66,氣仙 荘士,06:59.9,27,埼玉県警察機動隊漕艇部
755,2011,A_kantou,M,19～29才：オープン,67,藤田 寛生,07:00.5,19,一橋大学端艇部
756,2011,A_kantou,M,19～29才：オープン,68,高橋 渉,07:01.1,21,早稲田大学理工漕艇部
757,2011,A_kantou,M,19～29才：オープン,69,小此木 哲也ポール,07:02.0,22,戸田中央総合病院ローイングクラブ
758,2011,A_kantou,M,19～29才：オープン,70,大和 泰基,07:03.5,19,東海大学
759,2011,A_kantou,M,19～29才：オープン,71,礒 伸弘,07:04.8,26,戸田中央総合病院ローイングクラブ
760,2011,A_kantou,M,19～29才：オープン,72,今井 龍太,07:05.8,21,東海大学
761,2011,A_kantou,M,19～29才：オープン,73,大橋 拓也,07:06.0,19,東京工業大学端艇部
762,2011,A_kantou,M,19～29才：オープン,74,三枝 優太,07:06.3,20,成蹊大学
763,2011,A_kantou,M,19～29才：オープン,75,古川 卓哉,07:07.0,28,横浜漕艇倶楽部
764,2011,A_kantou,M,19～29才：オープン,76,永田 優人,07:07.1,19,成蹊大学
765,2011,A_kantou,M,19～29才：オープン,77,山口 慧太郎,07:07.9,29,埼玉県警察機動隊漕艇部
766,2011,A_kantou,M,19～29才：オープン,78,米本 大地,07:08.7,25,警視庁
767,2011,A_kantou,M,19～29才：オープン,79,浦川 和貴,07:09.5,20,東京経済大学
768,2011,A_kantou,M,19～29才：オープン,80,出口 晶啓,07:18.8,20,東海大学
769,2011,A_kantou,M,19～29才：オープン,81,下浦 雄大,07:22.8,20,山梨大学医学部
770,2011,A_kantou,M,19～29才：オープン,82,松原 弘希,07:23.3,19,成蹊大学
771,2011,A_kantou,M,19～29才：オープン,83,山田 雅大,07:45.1,21,東京海洋大学
772,2011,A_kantou,M,19～29才：オープン,84,栗林 健太郎,07:47.2,27,横浜漕艇倶楽部
773,2011,A_kantou,M,30～39才：オープン,1,清水 孝二郎,06:47.2,30,警視庁
774,2011,A_kantou,M,30～39才：オープン,2,加藤 純司,06:51.5,35,埼玉県警察機動隊漕艇部
775,2011,A_kantou,M,30～39才：オープン,3,松本 竜一,06:53.7,30,埼玉県警察機動隊漕艇部
776,2011,A_kantou,M,30～39才：オープン,4,本間 功一,07:16.7,31,埼玉県警察機動隊漕艇部
777,2011,A_kantou,M,30～39才：オープン,5,武笠 貴好,08:38.8,39,ワセダクラブ
778,2011,A_kantou,M,40～49才：オープン,1,佐藤 修一,06:59.0,47,新潟ローイングクラブ
779,2011,A_kantou,M,40～49才：オープン,2,下川 智浩,07:14.4,49,名古屋ローイングクラブ
780,2011,A_kantou,M,40～49才：オープン,3,三橋 慶之,07:18.6,45,稲門艇友会 稲門ミドル
781,2011,A_kantou,M,40～49才：オープン,4,大塩 一進,07:27.9,46,東京大学淡青会
782,2011,A_kantou,M,40～49才：オープン,5,植田 浩幸,07:40.8,49,稲門艇友会 稲門ミドル
783,2011,A_kantou,M,40～49才：オープン,6,西村 晴彦,07:42.2,40,江戸川区ボート協会
784,2011,A_kantou,M,40～49才：オープン,7,佐々木 誠,07:42.3,45,誠RC
785,2011,A_kantou,M,40～49才：オープン,8,岡崎 伸二,07:46.4,46,稲門艇友会 稲門ミドル
786,2011,A_kantou,M,40～49才：オープン,9,宮里 徳昭,08:38.9,42,江戸川区ボート協会
787,2011,A_kantou,M,50～59才：オープン,1,宮阪 隆彦,07:04.8,50,稲門艇友会 稲門ミドル
788,2011,A_kantou,M,50～59才：オープン,2,長江 高明,07:30.6,55,ボート団塊号
789,2011,A_kantou,M,50～59才：オープン,3,山口 英幸,07:46.4,50,江戸川区ボート協会
790,2011,A_kantou,M,50～59才：オープン,4,粟屋 和敏,08:14.8,53,稲門艇友会 稲門ミドル
791,2011,A_kantou,M,60～69才：オープン,1,大井 光,07:36.0,62,MBCシニアクラブ
792,2011,A_kantou,M,60～69才：オープン,2,北居 和夫,07:52.0,64,ボート団塊号
793,2011,A_kantou,M,60～69才：オープン,3,犬塚 健二,07:53.4,64,ボート団塊号
794,2011,A_kantou,M,60～69才：オープン,4,加藤 元康,08:31.0,69,名古屋ローイングクラブ
795,2011,A_kantou,M,12才以下,1,野村 瑛斗,04:45.3,12,ワセダクラブ
796,2011,A_kantou,M,12才以下,2,佐藤 礼理,05:07.6,10,江戸川区ボート協会
797,2011,A_kantou,M,12才以下,3,宮里 拓実,05:20.0,11,江戸川区ボート協会
798,2011,A_kantou,M,12才以下,4,武笠 圭佑,05:30.9,10,ワセダクラブ
799,2011,A_kantou,M,12才以下,5,渋谷 亮介,05:36.1,11,ワセダクラブ
800,2011,A_kantou,M,12才以下,6,多田 光佑,05:53.9,10,ワセダクラブ
801,2011,A_hokushin,F,13～15才,1,矢鋪 結香,08:03.5,14,津幡南中学校
802,2011,A_hokushin,F,13～15才,2,有宗 幸穂,08:05.3,15,神戸ボートクラブ
803,2011,A_hokushin,F,13～15才,3,横田 晴佳,08:18.6,15,神戸ボートクラブ
804,2011,A_hokushin,F,13～15才,4,川崎 沙里菜,08:23.2,13,今津中学校
805,2011,A_hokushin,F,13～15才,5,木田 ひかり,08:38.6,13,今津中学校
806,2011,A_hokushin,F,13～15才,6,町 明莉,08:40.5,13,大沢野中学校
807,2011,A_hokushin,F,13～15才,7,山崎 智保,08:40.8,14,美浜中学校
808,2011,A_hokushin,F,13～15才,8,澤瀬 里佳,08:46.4,13,神戸ボートクラブ
809,2011,A_hokushin,F,13～15才,9,有宗 紗彩菜,08:48.6,13,神戸ボートクラブ
810,2011,A_hokushin,F,13～15才,10,金森 由季,08:49.4,13,美浜中学校
811,2011,A_hokushin,F,13～15才,11,三谷 真矢,08:54.8,13,今津中学校
812,2011,A_hokushin,F,13～15才,12,地藤 璃紅,08:56.7,13,津幡南中学校
813,2011,A_hokushin,F,13～15才,13,大嶺 奈那,08:59.8,13,津幡南中学校
814,2011,A_hokushin,F,13～15才,14,松本 菫,09:00.2,14,津幡南中学校
815,2011,A_hokushin,F,13～15才,15,杉本 彩星,09:06.0,14,美浜中学校
816,2011,A_hokushin,F,13～15才,16,大倉 万梨華,09:13.1,13,小松市立丸内中学校
817,2011,A_hokushin,F,13～15才,17,古谷 千紗,09:14.9,14,今津中学校
818,2011,A_hokushin,F,13～15才,18,寺下 日陽里,09:16.9,13,楡原中学校
819,2011,A_hokushin,F,13～15才,19,西野 真帆,09:23.7,13,小松市立丸内中学校
820,2011,A_hokushin,F,13～15才,20,山内 若菜,09:24.8,13,今津中学校
821,2011,A_hokushin,F,13～15才,21,桐山 優衣,09:30.6,13,楡原中学校
822,2011,A_hokushin,F,13～15才,22,堀田 明日香,09:31.0,13,津幡南中学校
823,2011,A_hokushin,F,13～15才,23,吉多 有咲,09:31.8,13,津幡南中学校
824,2011,A_hokushin,F,13～15才,24,茶谷 実里,09:33.6,13,小松市立丸内中学校
825,2011,A_hokushin,F,13～15才,25,前田 結架,09:36.4,13,今津中学校
826,2011,A_hokushin,F,13～15才,26,北市 真夢,09:51.5,13,小松市立丸内中学校
827,2011,A_hokushin,F,13～15才,27,石庭 優華,10:00.1,13,今津中学校
828,2011,A_hokushin,F,13～15才,28,繁田 祐香,10:03.3,13,美浜中学校
829,2011,A_hokushin,F,13～15才,29,干場 彩加,10:17.4,13,津幡南中学校
830,2011,A_hokushin,F,13～15才,30,中村 友紀,10:20.3,13,小松市立丸内中学校
831,2011,A_hokushin,F,16～18才,1,松井 綾可,07:41.5,18,小浜水産高校
832,2011,A_hokushin,F,16～18才,2,納田 麻妃,07:42.4,18,若狭高校
833,2011,A_hokushin,F,16～18才,3,藤井 早稀,07:48.2,17,小浜水産高校
834,2011,A_hokushin,F,16～18才,4,柚木 晴香,07:48.6,17,若狭高校
835,2011,A_hokushin,F,16～18才,5,長井 美早紀,07:52.4,16,八尾高校
836,2011,A_hokushin,F,16～18才,6,木村 海咲,07:54.6,17,美方高校
837,2011,A_hokushin,F,16～18才,7,村松 奈織,07:55.3,16,小浜水産高校
838,2011,A_hokushin,F,16～18才,8,栗山 咲樹,07:55.9,16,八尾高校
839,2011,A_hokushin,F,16～18才,9,繁田 麻菜美,08:03.4,17,美方高校
840,2011,A_hokushin,F,16～18才,10,吉川 仁恵,08:06.0,16,若狭高校
841,2011,A_hokushin,F,16～18才,11,幸池 加奈,08:08.8,16,若狭高校
842,2011,A_hokushin,F,16～18才,12,百田 夕菜,08:09.9,16,美方高校
843,2011,A_hokushin,F,16～18才,13,玉井 理佐,08:11.5,18,美方高校
844,2011,A_hokushin,F,16～18才,14,馬野 梨央,08:11.7,16,美方高校
845,2011,A_hokushin,F,16～18才,15,原田 結実,08:12.3,17,小松明峰高校
846,2011,A_hokushin,F,16～18才,16,徳井 香菜子,08:15.9,17,小松高校
847,2011,A_hokushin,F,16～18才,17,高谷 侑紀菜,08:17.0,17,小松高校
848,2011,A_hokushin,F,16～18才,18,河原 寿多,08:17.3,16,若狭高校
849,2011,A_hokushin,F,16～18才,19,前田 美彩希,08:18.3,17,八尾高校
850,2011,A_hokushin,F,16～18才,20,田邉 莉菜,08:18.4,17,美方高校
851,2011,A_hokushin,F,16～18才,21,高田 章代,08:18.8,17,七尾高校
852,2011,A_hokushin,F,16～18才,22,髙野 はるか,08:19.6,16,八尾高校
853,2011,A_hokushin,F,16～18才,23,松本 佳奈,08:20.1,17,七尾高校
854,2011,A_hokushin,F,16～18才,24,中村 聡美,08:20.5,16,小松高校
855,2011,A_hokushin,F,16～18才,25,武長 結奈,08:21.0,16,美方高校
856,2011,A_hokushin,F,16～18才,26,境野 可南子,08:21.2,17,八尾高校
857,2011,A_hokushin,F,16～18才,27,中村 真咲,08:21.6,16,若狭高校
858,2011,A_hokushin,F,16～18才,28,竹本 明日香,08:25.4,17,七尾高校
859,2011,A_hokushin,F,16～18才,29,松矢 朱莉,08:26.2,17,美方高校
860,2011,A_hokushin,F,16～18才,30,村 恵里佳,08:26.5,16,八尾高校
861,2011,A_hokushin,F,16～18才,31,高山 華奈,08:27.1,16,若狭高校
862,2011,A_hokushin,F,16～18才,32,小畑 有莉,08:28.7,17,小松高校
863,2011,A_hokushin,F,16～18才,33,熊野 愛華,08:29.6,17,八尾高校
864,2011,A_hokushin,F,16～18才,34,小開 加奈,08:33.4,17,七尾高校
865,2011,A_hokushin,F,16～18才,34,植村 叶実,08:33.4,16,小浜水産高校
866,2011,A_hokushin,F,16～18才,36,上下 彩花,08:36.0,16,美方高校
867,2011,A_hokushin,F,16～18才,37,冨田 奈津,08:38.2,17,七尾高校
868,2011,A_hokushin,F,16～18才,38,出原 遥香,08:38.6,16,小浜水産高校
869,2011,A_hokushin,F,16～18才,39,西村 茜,08:38.9,17,美方高校
870,2011,A_hokushin,F,16～18才,40,石川 美和,08:40.0,16,小松高校
871,2011,A_hokushin,F,16～18才,41,本村 茜,08:42.8,16,小松明峰高校
872,2011,A_hokushin,F,16～18才,42,野屋 瑞穂,08:44.5,17,小松明峰高校
873,2011,A_hokushin,F,16～18才,43,粟崎 帆南,08:44.7,17,小松明峰高校
874,2011,A_hokushin,F,16～18才,44,茶谷 綾花,08:47.1,17,小松明峰高校
875,2011,A_hokushin,F,16～18才,45,半座 三紗子,08:53.0,16,七尾高校
876,2011,A_hokushin,F,16～18才,46,舛屋 なつ子,08:53.8,16,七尾高校
877,2011,A_hokushin,F,16～18才,47,越田 美咲,09:01.9,17,小松明峰高校
878,2011,A_hokushin,F,16～18才,48,青木 知佳子,09:09.4,17,小松明峰高校
879,2011,A_hokushin,F,16～18才,49,出口 英恵,09:13.2,16,小松明峰高校
880,2011,A_hokushin,F,16～18才,50,宮口 真帆,09:14.2,17,小松高校
881,2011,A_hokushin,F,16～18才,51,坂田 まりや,09:22.8,16,小松明峰高校
882,2011,A_hokushin,F,16～18才,52,長田 怜香,09:22.9,17,小松高校
883,2011,A_hokushin,F,16～18才,53,山本 美貴江,09:28.8,16,七尾高校
884,2011,A_hokushin,F,16～18才,54,辻原 早希,09:33.2,16,小松高校
885,2011,A_hokushin,F,16～18才,55,木下 朋子,09:39.1,16,小松明峰高校
886,2011,A_hokushin,F,16～18才,56,宮地 あかね,09:55.8,16,若狭高校
887,2011,A_hokushin,F,19～29才：軽量級,1,橋本 枝利香,07:34.8,19,立命館大学
888,2011,A_hokushin,F,19～29才：軽量級,2,津田 佳保瑠,07:43.3,20,関西電力小浜
889,2011,A_hokushin,F,19～29才：軽量級,3,窪 可奈子,07:47.8,22,関西電力小浜
890,2011,A_hokushin,F,19～29才：軽量級,4,木下 美奈保,07:50.3,20,立命館大学
891,2011,A_hokushin,F,19～29才：軽量級,5,鈴木 幹子,07:52.6,20,龍谷大学
892,2011,A_hokushin,F,19～29才：軽量級,6,松岡 佳苗,07:53.0,20,立命館大学
893,2011,A_hokushin,F,19～29才：軽量級,6,髙木 まどか,07:53.0,20,龍谷大学
894,2011,A_hokushin,F,19～29才：軽量級,8,山光 真美,07:53.5,19,龍谷大学
895,2011,A_hokushin,F,19～29才：軽量級,9,佐藤 唯,07:54.0,19,富山国際大学
896,2011,A_hokushin,F,19～29才：軽量級,10,岩木 麻利子,07:54.5,21,富山国際大学
897,2011,A_hokushin,F,19～29才：軽量級,11,林 藍子,07:54.7,19,龍谷大学
898,2011,A_hokushin,F,19～29才：軽量級,12,信里 江莉香,07:55.2,20,岐阜経済大学
899,2011,A_hokushin,F,19～29才：軽量級,13,榮 暁子,07:57.2,21,富山国際大学
900,2011,A_hokushin,F,19～29才：軽量級,14,岡 沙友里,07:57.3,20,龍谷大学
901,2011,A_hokushin,F,19～29才：軽量級,15,田口 亜実,08:02.5,21,龍谷大学
902,2011,A_hokushin,F,19～29才：軽量級,16,井垣 友梨奈,08:04.4,19,龍谷大学
903,2011,A_hokushin,F,19～29才：軽量級,17,坂中 良子,08:10.9,20,金沢大学
904,2011,A_hokushin,F,19～29才：軽量級,18,竹村 彩香,08:12.3,21,関西電力小浜
905,2011,A_hokushin,F,19～29才：軽量級,19,河原 咲,08:13.1,22,関西電力小浜
906,2011,A_hokushin,F,19～29才：軽量級,20,加納 貴子,08:28.5,19,岐阜経済大学
907,2011,A_hokushin,F,19～29才：軽量級,21,森本 寿美香,08:30.3,19,金沢大学
908,2011,A_hokushin,F,50～59才：軽量級,1,吉原 朋江,08:35.2,53,小松RC
909,2011,A_hokushin,F,19～29才：オープン,1,新里 杏菜,07:35.3,19,岐阜経済大学
910,2011,A_hokushin,F,19～29才：オープン,2,坂本 悦子,07:39.5,20,立命館大学
911,2011,A_hokushin,F,19～29才：オープン,3,石本 紗百合,07:45.0,20,立命館大学
912,2011,A_hokushin,F,19～29才：オープン,4,空 史恵,07:49.4,19,龍谷大学
913,2011,A_hokushin,F,19～29才：オープン,5,奥井 彩子,07:51.1,21,立命館大学
914,2011,A_hokushin,F,19～29才：オープン,6,犬飼 杏奈,07:53.1,21,龍谷大学
915,2011,A_hokushin,F,19～29才：オープン,7,幸池 杏奈,07:53.3,19,中部電力
916,2011,A_hokushin,F,19～29才：オープン,8,吉川 文恵,07:54.5,19,関西電力小浜
917,2011,A_hokushin,F,12才以下,1,橋本 すかる,06:18.1,11,津幡RC
918,2011,A_hokushin,F,9才以下,1,奥村 ゆうこ,03:14.0,8,加賀梨RC
919,2011,A_hokushin,M,13～15才,1,菊池 渉太,06:54.9,15,豊田市前林中学校
920,2011,A_hokushin,M,13～15才,2,澤野 耕大,07:16.4,14,津幡南中学校
921,2011,A_hokushin,M,13～15才,2,瀬戸 淳也,07:16.4,14,美浜中学校
922,2011,A_hokushin,M,13～15才,4,河原 啓介,07:22.6,14,津幡南中学校
923,2011,A_hokushin,M,13～15才,5,瀬戸 涼太郎,07:27.9,14,美浜中学校
924,2011,A_hokushin,M,13～15才,6,渡邉 裕斗,07:29.2,14,美浜中学校
925,2011,A_hokushin,M,13～15才,7,若狭 隆亮,07:29.4,14,津幡南中学校
926,2011,A_hokushin,M,13～15才,8,小林 秀,07:30.0,14,今津中学校
927,2011,A_hokushin,M,13～15才,9,武田 大輔,07:30.5,15,津久井漕艇クラブ
928,2011,A_hokushin,M,13～15才,10,野村 颯士朗,07:30.6,14,美浜中学校
929,2011,A_hokushin,M,13～15才,11,生須 智也,07:31.8,14,楡原中学校
930,2011,A_hokushin,M,13～15才,12,橋本 昌樹,07:33.6,14,今津中学校
931,2011,A_hokushin,M,13～15才,13,横田 聡,07:36.0,13,神戸ボートクラブ
932,2011,A_hokushin,M,13～15才,14,松山 大聖,07:39.3,14,楡原中学校
933,2011,A_hokushin,M,13～15才,15,戸田 新,07:41.7,14,楡原中学校
934,2011,A_hokushin,M,13～15才,16,野﨑 将都,07:47.1,14,美浜中学校
935,2011,A_hokushin,M,13～15才,17,村上 和貴,07:49.2,14,津幡南中学校
936,2011,A_hokushin,M,13～15才,18,浅見 拓哉,07:51.5,13,津幡南中学校
937,2011,A_hokushin,M,13～15才,19,坂田 泰人,07:55.2,13,大沢野中学校
938,2011,A_hokushin,M,13～15才,20,森脇 壮樹,07:58.2,14,今津中学校
939,2011,A_hokushin,M,13～15才,21,大岩 龍平,07:59.3,14,津幡南中学校
